s2orc_paper_id;len_paragraph;IT;DB;ERQ;SO;SF;MO;IT_0_17;IT_17_34;IT_34_50;IT_50_67;IT_67_84;IT_84_100;DB_0_17;DB_17_34;DB_34_50;DB_50_67;DB_67_84;DB_84_100;ERQ_0_17;ERQ_17_34;ERQ_34_50;ERQ_50_67;ERQ_67_84;ERQ_84_100;SO_0_17;SO_17_34;SO_34_50;SO_50_67;SO_67_84;SO_84_100;SF_0_17;SF_17_34;SF_34_50;SF_50_67;SF_67_84;SF_84_100;MO_0_17;MO_17_34;MO_34_50;MO_50_67;MO_67_84;MO_84_100
8928307;6;0;0.45;0.17;0.17;0.17;0;0;0;0;0;0;0;0.17;0.17;0;0.11;0;0;0;0;0;0;0.17;0;0;0;0;0.17;0;0;0;0;0;0;0;0.17;0;0;0;0;0;0
9813424;11;0.09;0.45;0.09;0.24;0;0;0.09;0;0;0;0;0;0;0.18;0.06;0.12;0;0.09;0;0;0.09;0;0;0;0;0;0;0;0.15;0.09;0;0;0;0;0;0;0;0;0;0;0;0
53236530;7;0.14;0.44;0;0.28;0;0;0.14;0;0;0;0;0;0;0.14;0;0.1;0.1;0.1;0;0;0;0;0;0;0;0;0.14;0;0;0.14;0;0;0;0;0;0;0;0;0;0;0;0
5073265;6;0.17;0.28;0.17;0.17;0;0;0.17;0;0;0;0;0;0;0.17;0;0;0.11;0;0;0;0;0.17;0;0;0;0;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42489969;6;0.17;0.45;0;0.34;0;0;0.17;0;0;0;0;0;0;0.11;0;0.34;0;0;0;0;0;0;0;0;0;0;0;0;0.17;0.17;0;0;0;0;0;0;0;0;0;0;0;0
10521748;6;0.17;0.56;0;0.17;0;0;0.17;0;0;0;0;0;0;0.17;0;0.28;0.11;0;0;0;0;0;0;0;0;0;0;0;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0
9096277;10;0.1;0.24;0;0.1;0.3;0.1;0.1;0;0;0;0;0;0;0.07;0;0.03;0.14;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0.1;0;0.1;0;0.1;0;0;0;0;0;0.1
18435935;9;0.08;0.25;0.18;0.11;0;0.11;0.04;0;0.04;0;0;0;0;0.18;0;0;0.07;0;0;0;0;0.18;0;0;0;0;0;0;0;0.11;0;0;0;0;0;0;0;0;0;0;0;0.11
15762169;7;0.14;0.28;0.14;0.14;0.14;0.14;0.14;0;0;0;0;0;0;0.14;0;0.14;0;0;0;0;0.14;0;0;0;0;0;0;0;0;0.14;0;0;0;0;0.14;0;0;0;0;0;0;0.14
32430751;8;0;0.24;0.12;0.36;0.12;0;0;0;0;0;0;0;0.12;0;0.12;0;0;0;0;0;0;0.12;0;0;0;0;0;0.12;0.12;0.12;0;0;0;0;0;0.12;0;0;0;0;0;0
14639080;6;0;0.45;0;0.28;0;0.17;0;0;0;0;0;0;0.17;0.17;0;0;0.11;0;0;0;0;0;0;0;0;0;0;0.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17
11704758;10;0.1;0.37;0.1;0.3;0;0.1;0.1;0;0;0;0;0;0;0.17;0.1;0.1;0;0;0;0;0;0.1;0;0;0;0;0;0;0.2;0.1;0;0;0;0;0;0;0;0;0;0;0;0.1
2216379;6;0.17;0.68;0;0.17;0;0;0.17;0;0;0;0;0;0;0.17;0;0.34;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0
15282282;9;0;0.58;0.11;0.11;0;0;0;0;0;0;0;0;0.11;0.22;0;0.07;0.04;0.14;0;0;0.11;0;0;0;0;0;0;0.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51791460;11;0.09;0.27;0;0.09;0;0.09;0.03;0.06;0;0;0;0;0;0.06;0.09;0.06;0.06;0;0;0;0;0;0;0;0;0;0;0;0;0.09;0;0;0;0;0;0;0;0;0;0;0;0.09
210116692;6;0.17;0.11;0.45;0.17;0;0;0.17;0;0;0;0;0;0;0.11;0;0;0;0;0;0;0;0.28;0.17;0;0;0;0;0;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0
53052501;9;0.11;0.29;0.11;0.22;0.11;0.07;0.11;0;0;0;0;0;0;0.18;0.11;0;0;0;0;0;0;0.11;0;0;0;0;0;0.11;0.11;0;0;0;0;0;0;0.11;0;0;0;0;0;0.07
8173387;8;0.12;0.28;0.12;0;0.2;0;0.12;0;0;0;0;0;0;0.08;0.12;0.08;0;0;0;0;0;0;0.12;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0
40486748;9;0.11;0.66;0.11;0.11;0;0;0.11;0;0;0;0;0;0;0.22;0.11;0.22;0.11;0;0;0;0;0;0;0.11;0;0;0;0;0;0.11;0;0;0;0;0;0;0;0;0;0;0;0
199442574;8;0.12;0.24;0.08;0.28;0;0.12;0.12;0;0;0;0;0;0;0.12;0.12;0;0;0;0;0;0;0.08;0;0;0;0;0;0.08;0.08;0.12;0;0;0;0;0;0;0;0;0;0;0;0.12
26479450;7;0;0.34;0.14;0.28;0.1;0;0;0;0;0;0;0;0.14;0.1;0;0.1;0;0;0;0;0.14;0;0;0;0;0;0;0;0.14;0.14;0;0;0;0;0;0.1;0;0;0;0;0;0
8274124;7;0.14;0.42;0.14;0.28;0;0;0.14;0;0;0;0;0;0;0.14;0;0;0.14;0.14;0;0;0.14;0;0;0;0;0;0;0.14;0;0.14;0;0;0;0;0;0;0;0;0;0;0;0
14952806;10;0;0.61;0;0.07;0.1;0.1;0;0;0;0;0;0;0.1;0.1;0.1;0.17;0.07;0.07;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0.1
9959151;10;0.1;0.24;0.1;0.24;0.1;0;0;0;0;0;0;0.1;0.1;0.07;0.07;0;0;0;0;0.1;0;0;0;0;0;0;0;0.1;0.14;0;0;0;0;0;0;0.1;0;0;0;0;0;0
14407461;11;0;0.09;0.09;0;0.36;0.09;0;0;0;0;0;0;0.09;0;0;0;0;0;0;0.09;0;0;0;0;0;0;0;0;0;0;0;0.06;0;0.12;0.12;0.06;0;0;0;0;0;0.09
7917641;9;0.11;0.32;0.11;0.11;0.07;0.11;0.11;0;0;0;0;0;0;0.18;0.07;0.07;0;0;0;0;0;0;0.11;0;0;0;0;0.11;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0.11
199577413;11;0;0.27;0.09;0.18;0.18;0;0;0;0;0;0;0;0;0.18;0.09;0;0;0;0;0;0.09;0;0;0;0;0;0;0.09;0.09;0;0;0;0;0.09;0.09;0;0;0;0;0;0;0
14819949;9;0.11;0.4;0;0.22;0.11;0.11;0.11;0;0;0;0;0;0;0.11;0.11;0.18;0;0;0;0;0;0;0;0;0;0.11;0;0;0.11;0;0;0;0;0;0;0.11;0;0;0;0;0;0.11
209426675;7;0.14;0.42;0;0;0.14;0;0.14;0;0;0;0;0;0;0.14;0.14;0;0.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14;0;0;0;0;0;0
29936858;7;0.14;0.34;0.14;0.14;0;0.14;0.14;0;0;0;0;0;0;0.14;0;0.1;0.1;0;0;0;0.14;0;0;0;0;0;0;0;0;0.14;0;0;0;0;0;0;0;0;0;0;0;0.14
17797087;7;0.14;0.34;0;0.2;0;0.14;0.14;0;0;0;0;0;0;0.14;0;0.1;0;0.1;0;0;0;0;0;0;0;0;0.1;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0.14
2026569;8;0;0.12;0.12;0.2;0.08;0.12;0;0;0;0;0;0;0;0;0;0.12;0;0;0;0.12;0;0;0;0;0;0;0;0.08;0;0.12;0;0;0;0;0.08;0;0;0;0;0;0;0.12
6374310;17;0.02;0.34;0.18;0.2;0;0.06;0.02;0;0;0;0;0;0;0.1;0.14;0.1;0;0;0;0.06;0;0.06;0.06;0;0;0;0;0;0.12;0.08;0;0;0;0;0;0;0;0;0;0;0;0.06
119162262;17;0.06;0.22;0.1;0;0.18;0.04;0.06;0;0;0;0;0;0.06;0.08;0.06;0.02;0;0;0;0;0.04;0.06;0;0;0;0;0;0;0;0;0;0;0;0;0.08;0.1;0;0;0;0;0;0.04
56657868;6;0.17;0.34;0.17;0.17;0;0.17;0.17;0;0;0;0;0;0;0.17;0;0.17;0;0;0;0;0;0.17;0;0;0;0;0;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0.17
160208;6;0.17;0.28;0.17;0.17;0;0.17;0.17;0;0;0;0;0;0;0.17;0;0;0.11;0;0;0;0;0.17;0;0;0;0;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17
42484471;7;0.14;0.2;0.14;0.14;0;0.14;0.14;0;0;0;0;0;0;0.1;0;0.1;0;0;0;0;0;0;0.14;0;0;0;0;0;0;0.14;0;0;0;0;0;0;0;0;0;0;0;0.14
40550124;6;0;0.45;0;0.34;0;0.17;0;0;0;0;0;0;0.17;0.17;0;0.11;0;0;0;0;0;0;0;0;0;0;0;0.17;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0.17
14080011;9;0.11;0.29;0.07;0.18;0.11;0.11;0.11;0;0;0;0;0;0;0.18;0;0.11;0;0;0;0;0;0.07;0;0;0;0;0.11;0;0.07;0;0;0;0;0;0;0.11;0;0;0;0;0;0.11
1134336;6;0.17;0.51;0.17;0;0;0.11;0.17;0;0;0;0;0;0;0.17;0;0.17;0.17;0;0;0;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11
199405460;8;0.12;0.36;0.08;0.12;0;0.12;0.12;0;0;0;0;0;0;0.12;0.08;0.16;0;0;0;0;0;0;0.08;0;0;0;0;0;0;0.12;0;0;0;0;0;0;0;0;0;0;0;0.12
2305800;8;0;0.36;0;0.08;0.24;0;0;0;0;0;0;0;0.12;0.08;0.08;0.04;0;0.04;0;0;0;0;0;0;0;0;0;0;0.08;0;0;0;0;0.12;0;0.12;0;0;0;0;0;0
17772781;10;0;0.27;0.1;0.47;0;0.1;0;0;0;0;0;0;0.1;0.17;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0.2;0.2;0.07;0;0;0;0;0;0;0;0;0;0;0;0.1
14011177;6;0.17;0.22;0;0.17;0;0.11;0.17;0;0;0;0;0;0;0;0;0.11;0.11;0;0;0;0;0;0;0;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11
1464209;7;0.14;0.14;0;0.38;0;0;0.14;0;0;0;0;0;0;0.14;0;0;0;0;0;0;0;0;0;0;0;0;0.14;0.1;0.14;0;0;0;0;0;0;0;0;0;0;0;0;0
119619729;6;0;0.56;0.17;0;0;0.17;0;0;0;0;0;0;0.17;0.17;0;0.22;0;0;0;0;0;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17
12849539;7;0.05;0.44;0;0.14;0;0.14;0.05;0;0;0;0;0;0;0;0.1;0.1;0.14;0.1;0;0;0;0;0;0;0;0.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14
39641581;6;0.11;0.17;0.17;0.28;0;0.17;0.11;0;0;0;0;0;0;0.17;0;0;0;0;0;0;0;0.17;0;0;0;0;0;0.17;0.11;0;0;0;0;0;0;0;0;0;0;0;0;0.17
13927977;9;0.11;0.25;0.11;0.08;0;0.11;0.11;0;0;0;0;0;0;0.07;0.07;0;0.07;0.04;0;0.11;0;0;0;0;0;0;0;0.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11
14105798;8;0;0.44;0.12;0.24;0;0;0;0;0;0;0;0;0.08;0.12;0.08;0.16;0;0;0;0;0;0;0.12;0;0;0;0;0;0;0.24;0;0;0;0;0;0;0;0;0;0;0;0
119594179;7;0.14;0.28;0.14;0.28;0.1;0;0.14;0;0;0;0;0;0;0.14;0;0.14;0;0;0;0;0.14;0;0;0;0;0;0;0;0.14;0.14;0;0;0;0;0;0.1;0;0;0;0;0;0
18440440;9;0;0.69;0;0.11;0;0.11;0;0;0;0;0;0;0.11;0.22;0.11;0.18;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0.11;0;0;0;0;0;0;0;0;0;0;0;0.11
198358658;9;0.11;0.22;0.07;0.07;0.08;0.07;0.11;0;0;0;0;0;0;0.11;0.07;0.04;0;0;0;0.07;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0;0.04;0.04;0;0;0;0;0;0.07
14025462;6;0.17;0.28;0.17;0.17;0;0.17;0.17;0;0;0;0;0;0;0.17;0;0;0.11;0;0;0;0;0.17;0;0;0;0;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17
7318;6;0.17;0.17;0.28;0.28;0;0;0.17;0;0;0;0;0;0;0.17;0;0;0;0;0;0;0;0.11;0.17;0;0;0;0;0.17;0;0.11;0;0;0;0;0;0;0;0;0;0;0;0
43365537;9;0.11;0.43;0;0.18;0;0.11;0.11;0;0;0;0;0;0;0.22;0.07;0.07;0.07;0;0;0;0;0;0;0;0;0;0;0.07;0;0.11;0;0;0;0;0;0;0;0;0;0;0;0.11
18097516;6;0.06;0.34;0;0.51;0;0;0.06;0;0;0;0;0;0;0.17;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0.17;0.17;0.17;0;0;0;0;0;0;0;0;0;0;0;0
5943435;12;0.08;0.14;0;0.34;0;0.06;0.08;0;0;0;0;0;0.08;0.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16;0.12;0.06;0;0;0;0;0;0;0;0;0;0;0;0.06
55223397;6;0.17;0.28;0.17;0.34;0;0;0.17;0;0;0;0;0;0;0.17;0;0.11;0;0;0;0;0;0.17;0;0;0;0;0;0;0.17;0.17;0;0;0;0;0;0;0;0;0;0;0;0
2342054;7;0.14;0.14;0.28;0.24;0;0.14;0.14;0;0;0;0;0;0;0.14;0;0;0;0;0;0;0.14;0.14;0;0;0;0;0;0;0.14;0.1;0;0;0;0;0;0;0;0;0;0;0;0.14
16571000;7;0;0.34;0.14;0.14;0.24;0;0;0;0;0;0;0;0.14;0;0;0;0;0.2;0;0.14;0;0;0;0;0;0;0;0.14;0;0;0;0;0.14;0;0.1;0;0;0;0;0;0;0
15735280;6;0.17;0.28;0.34;0;0;0;0.17;0;0;0;0;0;0;0;0;0.17;0.11;0;0;0.17;0;0;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10581840;6;0.17;0.62;0;0;0;0.17;0.17;0;0;0;0;0;0;0.17;0;0.28;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17
17266519;9;0.11;0.4;0.11;0.11;0.11;0.11;0.11;0;0;0;0;0;0;0.22;0.11;0;0.07;0;0;0;0;0;0;0.11;0;0;0;0.11;0;0;0;0;0;0.11;0;0;0;0;0;0;0;0.11
575669;7;0;0.38;0.14;0.24;0;0.14;0;0;0;0;0;0;0.14;0.14;0;0;0.1;0;0;0;0.14;0;0;0;0;0;0;0.14;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0.14
14611146;9;0.11;0.43;0.11;0.11;0;0.11;0.11;0;0;0;0;0;0;0.18;0.07;0.18;0;0;0;0;0;0;0.11;0;0;0;0;0;0;0.11;0;0;0;0;0;0;0;0;0;0;0;0.11
14154566;9;0;0.18;0;0.22;0;0.11;0;0;0;0;0;0;0.11;0;0;0.07;0;0;0;0;0;0;0;0;0;0;0;0.11;0;0.11;0;0;0;0;0;0;0;0;0;0;0;0.11
210142880;9;0.04;0.43;0;0.11;0;0.04;0.04;0;0;0;0;0;0;0.14;0.04;0.18;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0.11;0;0;0;0;0;0;0;0;0;0;0;0.04
17156671;7;0.14;0.3;0;0.14;0.14;0.14;0.14;0;0;0;0;0;0;0.1;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0.14;0;0;0;0;0;0;0.14;0;0;0;0;0;0.14
33573234;17;0.06;0.36;0.18;0.24;0;0.06;0.06;0;0;0;0;0;0.06;0.08;0;0.06;0.12;0.04;0;0.06;0.06;0;0.06;0;0;0;0.1;0.08;0;0.06;0;0;0;0;0;0;0;0;0;0;0;0.06
85496589;6;0.17;0.28;0;0.45;0;0;0.17;0;0;0;0;0;0;0.17;0;0.11;0;0;0;0;0;0;0;0;0;0;0;0.17;0.11;0.17;0;0;0;0;0;0;0;0;0;0;0;0
41243361;19;0.11;0.2;0;0.05;0.08;0.05;0.11;0;0;0;0;0;0;0.14;0.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0.04;0.04;0;0;0;0;0;0.05
6350521;8;0.12;0.2;0.4;0;0;0.12;0.12;0;0;0;0;0;0;0.12;0;0.08;0;0;0;0;0.12;0.08;0.12;0.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12
2013455;6;0.34;0.39;0;0.17;0;0;0;0.17;0;0.17;0;0;0.17;0;0;0.11;0.11;0;0;0;0;0;0;0;0;0;0;0;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0
215548235;6;0.17;0.17;0;0.22;0.17;0.17;0.17;0;0;0;0;0;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0.22;0;0;0;0;0;0;0.17;0;0;0;0;0;0;0.17
6545110;7;0.14;0.24;0.24;0.1;0;0.14;0.14;0;0;0;0;0;0;0.14;0.1;0;0;0;0;0;0;0.14;0;0.1;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0.14
9208917;10;0;0.3;0.1;0.21;0;0.1;0;0;0;0;0;0;0.1;0.2;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0.07;0.14;0;0;0;0;0;0;0;0;0;0;0;0;0.1
3634619;7;0.14;0.34;0;0.24;0;0.14;0.14;0;0;0;0;0;0;0.1;0.14;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0.14;0.1;0;0;0;0;0;0;0;0;0;0;0;0.14
3104891;8;0.12;0.28;0.12;0.2;0;0.12;0.12;0;0;0;0;0;0;0.12;0.08;0.08;0;0;0;0;0;0.12;0;0;0;0;0;0;0.12;0.08;0;0;0;0;0;0;0;0;0;0;0;0.12
8274876;15;0.07;0.18;0.35;0;0.11;0.07;0.07;0;0;0;0;0;0.04;0.08;0;0;0.02;0.04;0;0.07;0.14;0.14;0;0;0;0;0;0;0;0;0;0;0;0.07;0.04;0;0;0;0;0;0;0.07
1402726;10;0.1;0.38;0.17;0.1;0;0.1;0.1;0;0;0;0;0;0;0.17;0.07;0.07;0.07;0;0;0;0;0.1;0.07;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0.1
2758248;7;0;0.39;0.24;0;0;0.14;0;0;0;0;0;0;0.05;0.1;0.14;0.1;0;0;0;0;0;0;0.14;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14
16092682;9;0;0.18;0.11;0.29;0;0;0;0;0;0;0;0;0.11;0;0.07;0;0;0;0;0.11;0;0;0;0;0;0;0;0.22;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0
292710;6;0;0.17;0.34;0;0;0.17;0;0;0;0;0;0;0;0;0;0;0.17;0;0;0;0;0.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17
17764803;10;0;0.44;0;0.2;0;0.07;0;0;0;0;0;0;0.03;0.2;0.07;0.07;0.07;0;0;0;0;0;0;0;0;0;0;0.1;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0.07
