s2orc_paper_id;writing_score
119161387;2:2,3:3,4:3,2:2,1:2,2:2,2:1,3:2,5:3,6:3,
118413752;1:3,2:3,2:3,4:3,3:3,0:1,
15634518;1:3,2:3,3:3,5:3,3:2,6:3,
15013857;1:3,2:3,0:1,2:3,2:2,4:3,6:3,
17860431;1:3,2:3,3:3,2:2,3:3,2:3,4:2,4:3,2:2,4:3,
16071601;1:3,2:3,2:3,2:2,3:3,4:3,4:2,4:2,6:3,
53457890;1:3,3:3,2:2,4:3,3:3,4:3,2:2,2:2,5:2,2:2,6:3,0:1,
18729584;2:3,2:3,2:2,2:2,4:3,4:2,
18713387;2:3,2:3,2:3,3:3,2:2,2:3,3:3,4:3,6:3,0:1,
6821579;1:3,2:3,4:2,6:3,2:2,2:2,
119285651;2:3,4:3,2:3,2:3,2:3,2:2,2:3,
2013455;2:3,2:3,1:3,2:2,2:2,4:3,
15162953;3:3,2:2,2:2,2:2,2:2,2:1,4:3,5:3,5:3,6:3,0:1,0:1,0:1,0:1,
6182764;1:3,2:3,2:3,2:3,0:2,6:3,0:1,2:2,0:1,0:1,0:1,2:2,4:2,0:1,0:1,2:2,2:2,2:2,0:1,0:1,4:3,4:3,4:3,0:1,0:1,0:1,0:2,0:1,0:1,0:1,
6455117;1:3,4:3,2:3,2:3,2:2,2:2,2:3,2:2,2:2,
2712654;1:3,2:3,3:3,4:3,6:3,5:3,
119143388;1:3,4:3,2:2,0:1,0:1,0:1,2:2,2:2,2:2,2:2,4:3,5:2,0:1,5:3,
14541314;1:3,2:3,2:3,2:2,0:1,6:3,0:1,0:1,0:1,0:1,0:1,
6936341;2:3,2:3,2:2,2:2,3:3,4:3,6:3,
8274876;1:3,2:2,2:2,2:2,4:3,4:2,4:2,4:2,4:3,4:2,5:2,5:2,5:2,5:2,5:2,2:2,2:2,2:2,6:3,6:3,
119127694;1:3,2:3,3:3,2:2,3:3,4:3,4:3,4:1,6:2,5:3,6:2,
13872387;1:3,2:3,2:2,2:2,1:1,6:3,3:3,6:3,
693014;1:3,2:3,2:2,3:3,2:3,2:2,2:3,4:3,2:3,2:2,2:3,2:3,2:3,2:2,2:3,2:2,2:2,2:2,2:2,2:2,4:3,3:3,2:2,2:2,4:3,1:3,0:1,2:3,2:2,2:3,2:2,2:3,6:3,6:3,
16568720;2:3,2:3,3:3,2:2,6:3,0:1,
118830129;1:3,2:2,3:3,4:3,4:3,3:2,
16462794;2:2,2:3,3:3,4:3,5:3,5:3,
14977730;2:3,2:3,3:3,3:2,4:2,6:3,
53486489;1:3,2:3,4:3,4:2,6:3,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,
16492030;2:3,2:3,2:2,2:2,2:2,2:2,4:3,
18023756;2:3,2:3,2:2,2:2,4:3,0:1,
7728071;1:3,2:3,2:3,3:3,4:3,2:2,2:2,4:3,5:3,2:2,6:2,
13885038;2:3,3:3,2:2,2:2,4:3,6:3,
119134572;1:3,2:2,2:2,2:2,2:2,2:2,4:3,5:3,5:3,5:3,5:3,5:3,2:2,2:2,4:2,
53960075;1:3,2:3,0:2,0:2,3:3,4:3,5:3,5:2,5:3,5:2,6:3,
119306945;1:1,2:3,2:2,2:3,1:3,3:3,4:3,6:3,
49479532;1:3,2:3,2:3,2:2,3:3,4:3,6:1,6:1,0:1,
118644377;1:3,2:2,3:3,0:1,2:3,4:2,2:2,6:3,0:1,0:1,0:1,0:1,
15320358;1:3,2:3,2:2,0:2,0:2,4:3,5:3,6:3,
119102728;2:3,2:2,3:3,3:3,4:3,5:2,5:2,5:3,6:2,
18095802;1:3,2:2,2:2,2:2,2:1,2:3,4:3,
3159296;1:3,3:3,2:3,3:3,2:3,4:3,4:3,2:2,4:2,6:1,
15854563;1:3,2:3,2:3,2:3,3:3,4:3,4:3,4:3,4:2,6:3,4:3,4:2,
17086269;2:3,2:2,3:3,3:3,3:2,6:3,
8867204;2:3,2:3,3:3,4:2,6:3,6:1,
5950447;2:3,2:2,2:3,2:1,2:2,3:3,3:2,3:2,3:3,0:1,
222066;1:3,2:2,2:3,3:2,4:3,3:2,3:3,5:1,
46961235;1:3,2:3,3:2,4:3,6:3,
62831163;1:3,2:3,4:3,4:3,2:2,2:2,2:2,6:3,
118531625;1:3,2:2,2:3,3:3,3:3,6:3,
118860452;2:3,2:1,2:2,2:2,2:2,2:2,3:3,2:2,2:2,4:3,4:3,
119004584;1:3,2:3,4:3,2:2,2:2,2:2,2:1,2:1,2:1,2:1,
118651531;2:1,2:1,2:2,2:2,2:2,2:1,4:3,4:3,4:3,3:3,2:1,6:3,4:2,2:2,
119132206;2:2,2:2,3:2,4:3,0:1,0:1,
118314433;2:3,2:3,4:3,6:3,2:2,2:2,2:1,0:1,2:2,2:1,2:2,2:1,2:2,2:1,0:1,2:1,2:1,
15779036;1:3,2:3,2:3,2:3,2:3,3:3,4:3,
117034402;2:3,2:2,2:2,3:3,2:2,3:3,6:3,
49214905;3:3,2:2,4:3,2:2,4:3,4:3,6:3,
119642876;1:3,2:3,2:2,0:1,2:3,0:1,2:3,0:1,0:1,4:3,4:3,4:3,0:1,6:2,6:3,
119162144;2:3,2:2,4:3,0:1,0:1,0:1,0:1,0:1,0:1,2:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,
119310943;2:3,4:3,2:3,2:3,0:1,0:1,0:1,2:2,6:3,6:3,4:2,
118310770;1:2,3:3,4:2,4:2,4:2,0:1,0:1,0:2,3:2,6:3,6:3,6:3,
55830354;2:3,2:3,2:3,2:2,4:2,6:3,
122655135;1:3,2:3,2:3,2:3,2:3,2:2,3:3,2:2,3:3,4:3,
198147499;1:3,2:3,2:3,3:3,2:3,4:3,6:3,
119706875;1:3,2:3,4:3,4:2,2:2,4:3,3:3,6:3,
202660927;1:3,2:1,2:2,2:1,2:1,2:1,2:3,3:3,
211506998;1:3,2:3,2:3,3:3,6:2,2:2,4:2,
208158380;1:3,2:3,2:3,2:2,2:2,3:3,6:3,
236404;2:3,2:3,2:2,2:3,2:3,2:2,2:1,6:3,2:1,
14684552;1:1,2:2,2:2,2:2,4:2,4:2,4:2,6:3,
15233520;1:3,2:3,2:3,3:3,3:2,3:2,0:1,0:1,4:3,4:3,6:3,
27841248;1:3,2:3,2:3,2:2,2:2,2:2,3:3,
18185589;1:3,2:3,2:3,3:3,5:2,4:2,4:2,6:3,
119249163;1:3,2:3,2:2,2:2,2:1,4:3,6:2,
54491983;1:3,2:3,0:1,3:3,2:2,2:2,2:2,4:3,
18517058;1:3,2:3,2:3,3:3,3:3,2:2,3:2,2:2,2:2,2:2,4:3,5:3,
119265695;2:3,2:3,2:3,3:3,4:3,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,
17306969;1:3,6:3,2:3,2:2,2:2,4:2,4:3,2:2,
6987134;2:3,2:3,2:2,2:2,3:3,4:3,4:3,
11893218;0:1,0:1,0:2,1:3,2:2,2:2,2:2,0:1,2:2,0:1,2:2,0:1,0:1,2:2,0:1,0:1,
119245140;2:3,2:3,2:2,2:3,2:3,2:2,4:3,
119196201;1:3,2:3,2:2,3:3,4:3,6:3,
208512872;1:3,2:3,2:2,2:2,2:3,3:2,3:2,3:3,3:2,3:1,3:1,3:1,5:1,5:2,4:3,
119262810;2:3,2:3,2:2,3:3,3:3,2:2,2:2,4:3,
4474854;1:3,2:3,2:3,2:2,2:3,6:3,4:3,
211068902;1:3,2:3,3:3,3:3,4:3,6:3,
119225597;2:3,2:2,2:3,3:3,4:3,4:3,5:2,6:3,
17594773;1:3,2:3,3:3,4:3,4:3,4:2,2:2,4:3,6:3,
54839675;1:3,2:3,2:2,4:3,3:3,4:3,3:3,6:3,
119170184;1:3,2:3,2:2,3:3,3:3,2:2,4:3,
119528020;0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,6:3,
53279433;1:3,2:3,2:2,2:1,4:2,6:3,
56218704;1:3,2:3,4:3,6:3,2:2,2:1,2:1,2:1,2:1,2:1,2:1,2:1,
12674403;1:3,2:3,2:3,3:3,2:2,6:3,
119253144;1:3,2:3,2:3,2:2,4:3,4:3,
15298984;2:3,2:3,2:3,3:3,3:3,3:3,2:3,6:3,
16988380;1:3,2:3,4:3,4:3,4:3,5:3,0:1,0:1,0:1,0:1,0:1,0:1,
119083736;0:1,0:1,0:1,2:2,2:2,2:3,4:3,4:2,
14109864;2:3,2:3,2:2,3:3,3:3,6:3,
59520203;1:3,2:3,2:2,0:1,0:1,4:3,
34542127;1:2,2:3,2:2,2:3,3:3,3:3,4:3,6:3,
118975283;1:3,3:3,4:2,4:2,5:1,0:1,0:1,4:2,4:2,5:2,5:1,0:1,5:1,5:2,
73545644;2:3,2:2,2:3,4:3,4:3,6:3,
119288225;1:3,2:3,2:2,2:3,2:2,3:3,
135464903;1:3,2:3,2:2,3:3,2:2,2:2,4:3,6:3,
89605920;2:3,2:2,3:3,2:2,4:3,5:3,0:1,0:1,6:3,
15050717;1:3,2:3,2:3,2:2,4:3,2:2,4:2,2:2,4:3,6:3,0:1,
117979687;1:3,2:2,3:3,4:3,5:3,4:2,3:2,6:3,
118413586;1:2,2:3,2:3,3:3,3:2,4:3,5:3,
17400054;1:3,1:2,2:2,2:3,2:2,4:3,6:3,
119283371;1:3,2:3,3:3,3:3,4:3,0:2,0:2,0:2,4:3,6:3,
15916562;1:3,2:3,2:2,2:3,4:3,6:3,5:2,
16921189;2:3,2:2,2:2,4:3,4:2,3:3,3:2,3:2,6:3,
207863683;2:3,2:3,2:3,2:2,2:2,4:3,
17839052;2:3,2:3,3:3,3:3,4:2,4:2,6:3,0:1,0:1,
5508633;1:3,2:3,2:3,2:2,4:3,5:2,2:2,4:2,6:3,
15613927;0:1,0:1,0:1,2:2,2:2,4:3,6:2,0:1,0:1,0:1,4:2,0:1,
34954868;1:3,2:3,3:2,0:1,0:1,3:3,2:2,6:3,
17382208;1:3,2:3,2:3,2:3,6:3,0:2,6:3,
2589961;1:3,2:3,2:3,2:3,3:3,4:3,
119465039;2:3,3:3,2:3,4:3,6:3,0:1,
17235609;1:1,2:2,2:2,3:3,2:2,2:2,2:2,6:3,
54739648;1:3,2:3,2:3,2:3,2:2,2:2,6:3,
67837692;1:3,2:3,2:2,3:3,3:3,4:3,4:2,6:3,
119205565;2:3,2:2,3:3,2:2,6:3,0:1,
31066390;1:3,2:3,3:3,2:2,4:3,6:3,
17642539;1:3,4:3,2:3,2:2,2:2,6:3,
212747987;1:3,2:3,2:3,2:2,2:2,3:3,4:3,4:3,6:3,
202541148;1:3,2:3,2:3,2:3,2:2,2:2,4:3,
118687300;1:3,2:3,2:2,2:2,4:3,6:3,6:2,0:1,0:1,
15588253;2:3,2:3,5:3,3:2,2:2,2:2,5:2,4:1,
17427606;1:3,2:3,3:3,2:2,4:3,6:3,
118644812;1:3,4:3,2:2,2:1,6:3,4:2,4:2,4:2,4:2,4:2,5:2,4:2,
14372004;1:3,2:3,2:2,2:3,3:3,3:3,4:3,
810391;1:3,2:2,3:2,4:2,5:2,6:2,
15951810;1:3,2:3,2:3,3:3,4:3,4:3,5:2,
118519295;2:3,2:3,2:3,3:3,3:3,6:3,
55257501;2:3,2:3,5:3,5:3,1:3,1:2,
12956629;1:3,2:2,2:3,4:3,4:3,0:1,0:1,0:1,0:1,0:1,0:1,
10328150;2:3,2:3,4:3,0:1,0:1,0:1,0:1,0:1,2:2,0:1,0:1,0:1,0:1,5:3,0:1,0:1,5:3,0:1,0:1,
11872914;1:3,2:3,2:3,2:2,2:2,2:2,2:2,4:3,6:3,
119253423;1:3,2:3,2:2,5:2,4:3,4:3,
5740896;2:3,3:3,2:3,2:2,3:2,2:2,2:2,6:3,
119200941;1:3,2:3,3:2,4:3,2:2,2:3,6:2,5:2,
16377400;1:3,2:2,2:3,2:2,2:3,2:3,2:2,2:1,2:3,3:3,4:2,6:3,6:3,
2848686;2:3,2:2,2:3,2:2,3:3,4:3,
15186672;1:3,2:3,2:2,3:3,4:3,4:2,4:2,5:3,
22198358;2:3,2:3,2:3,2:3,0:1,2:3,2:3,4:3,5:2,0:1,5:2,2:2,2:2,5:1,
18477975;1:3,2:3,3:3,4:3,6:3,1:2,2:1,4:1,4:2,4:1,4:1,2:2,4:1,4:1,
18902472;1:3,2:3,3:3,2:2,4:3,5:3,
14559962;1:3,1:2,2:3,4:3,6:2,2:2,5:2,5:2,5:1,6:3,5:2,2:2,5:2,6:3,0:1,0:1,0:1,
59170889;1:3,3:3,0:1,2:3,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,
119095313;1:3,2:3,2:3,2:2,2:2,2:2,5:3,4:3,
119593994;2:3,2:3,2:2,4:3,4:2,6:3,
2086327;1:3,3:3,2:3,2:2,4:3,4:3,6:3,
119077756;2:3,3:3,2:2,3:2,2:2,4:3,6:3,
16419427;2:3,2:3,3:2,4:3,2:2,6:3,
54809935;3:3,2:3,2:3,4:3,2:2,2:2,6:1,3:3,3:2,4:2,2:2,2:3,4:3,5:2,2:2,5:2,2:2,6:3,6:2,2:2,0:1,0:1,0:1,0:1,0:1,
15535382;2:3,2:2,2:2,3:3,2:1,2:2,6:3,
11103081;1:3,2:3,2:2,2:3,2:3,2:2,5:2,5:2,6:1,4:1,4:2,
5909710;1:3,2:2,3:3,2:2,0:1,4:2,0:1,4:3,
17437945;0:1,3:2,4:3,5:2,5:2,5:2,6:1,
55627057;2:3,2:3,2:2,3:3,4:1,5:1,6:3,
119268502;2:3,2:3,2:2,4:3,4:3,6:3,
119221733;2:3,2:2,2:3,2:2,3:3,6:3,
1911486;1:3,2:2,2:3,2:2,2:2,2:2,2:2,2:2,3:3,2:2,2:2,6:3,
15635047;2:3,4:3,4:2,0:1,6:3,0:1,0:1,
21232624;1:3,0:1,0:1,2:3,2:2,3:3,
16233257;1:3,2:3,2:3,2:2,2:2,6:3,
8447062;2:3,2:2,2:3,0:1,0:1,0:1,0:1,0:2,3:3,3:3,6:3,
117773562;1:3,2:3,2:1,3:3,2:2,4:3,6:3,
119698715;1:3,2:3,2:3,2:2,2:2,2:2,2:3,2:2,0:1,4:3,4:3,0:1,4:2,6:2,6:2,0:1,6:2,4:3,2:2,4:2,4:1,0:1,
10931715;1:3,2:3,2:3,2:3,2:2,2:2,2:3,2:2,2:2,3:3,5:3,6:3,
42805703;1:3,2:3,2:2,2:2,4:3,4:3,6:2,6:3,
119056237;1:3,2:3,2:2,2:2,4:3,2:2,6:3,
100241754;1:3,2:3,2:2,3:3,2:2,6:3,
119418442;1:3,3:3,0:1,0:1,3:3,4:3,
118831897;1:3,2:2,2:3,2:2,2:2,3:3,3:3,4:3,5:3,5:2,5:2,5:2,5:2,5:2,5:2,6:1,5:3,
2938504;1:3,0:2,4:3,2:3,0:2,2:3,
54587961;1:3,2:3,4:3,2:3,2:3,5:3,2:3,2:3,4:3,2:3,6:3,5:3,6:3,
2731467;1:3,2:3,4:3,2:2,2:2,6:3,
15073713;2:3,2:3,2:2,1:1,2:3,2:2,4:3,
53537552;1:3,3:3,2:3,2:2,3:2,4:2,4:2,4:1,4:1,4:3,
62841469;2:3,2:3,2:2,2:3,2:3,3:2,4:3,3:3,3:3,4:2,4:2,4:3,5:2,
119614219;2:2,2:3,2:2,4:3,0:1,2:2,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,6:3,
119330430;1:3,2:3,2:3,3:3,3:2,4:3,5:3,5:3,5:2,5:1,5:3,5:2,5:1,5:2,5:2,5:3,5:2,5:2,5:1,
115157306;2:3,6:1,3:3,4:3,5:1,2:2,5:2,2:2,4:2,4:2,0:1,
119598133;1:3,2:2,3:3,4:3,0:1,5:2,5:3,6:3,0:1,
9975328;1:3,2:3,2:3,2:3,4:3,4:3,4:2,
119296104;2:3,2:3,3:3,5:2,6:3,5:2,6:3,
76653394;1:3,2:3,2:2,4:3,2:3,2:2,2:2,2:2,2:2,5:2,2:1,4:3,4:3,4:3,2:1,2:2,0:1,0:1,6:3,
14579658;1:3,2:3,2:3,2:3,2:3,6:3,
778834;1:3,2:3,2:3,2:2,2:2,5:2,
119202782;2:3,2:2,2:3,2:2,3:3,6:3,
119148786;1:3,4:3,2:3,2:2,2:2,2:2,3:3,3:2,6:3,
14131522;2:3,3:3,4:2,2:2,0:1,5:2,
38744679;1:3,2:3,3:3,2:2,2:1,0:1,3:3,2:2,2:2,2:2,
39262371;2:3,2:2,2:2,1:3,2:3,2:2,2:1,5:3,5:3,6:3,
15666996;1:3,2:3,2:2,2:2,4:1,4:1,5:2,5:2,5:3,6:3,
119303795;2:3,2:3,3:3,2:3,2:2,4:3,
119403916;2:3,2:2,2:2,3:3,2:2,6:2,5:2,6:3,
118933355;2:3,4:3,2:3,2:2,4:3,6:2,6:2,2:1,0:1,2:1,0:1,2:1,
55557247;1:3,2:3,2:2,2:3,2:2,3:3,6:3,0:1,
117260815;2:3,2:2,2:1,2:2,2:2,2:2,2:3,2:2,2:2,2:2,2:2,2:2,2:1,0:1,5:3,
119264371;1:3,0:1,2:3,2:3,3:3,6:3,
85536545;1:3,2:3,2:2,3:3,2:2,2:1,4:3,3:2,2:2,6:3,
119186418;1:3,2:3,4:2,0:1,2:2,3:3,
118864934;1:3,2:3,2:3,2:2,3:2,3:3,6:3,
118721446;1:3,2:3,0:2,2:2,4:3,6:3,
