s2orc_paper_id;writing_score
13581984;1:3,2:3,3:3,4:3,5:3,6:2,
119122299;1:3,2:2,0:1,4:3,2:3,
13822170;2:2,2:3,2:3,2:2,2:1,4:3,
119314854;2:2,2:3,4:3,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,
21702619;1:3,2:2,2:2,3:3,3:3,6:3,
119689144;2:3,2:3,4:3,2:2,4:2,2:2,4:2,4:2,2:2,2:2,3:3,4:1,2:2,5:3,2:2,0:1,
28701183;2:2,3:2,3:3,5:1,6:3,
6981007;1:3,2:3,3:3,5:2,2:2,4:2,
9946824;2:3,4:3,2:2,4:3,6:3,6:3,6:3,6:3,6:3,6:3,6:3,6:3,6:3,6:3,6:3,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,
15459089;1:3,2:3,3:3,2:2,4:3,4:2,6:1,0:1,0:1,0:1,2:2,4:2,0:1,2:2,4:3,2:2,2:2,6:3,
119607693;2:3,3:3,2:2,2:2,4:3,0:1,4:3,4:3,6:3,
119315555;1:3,4:2,2:2,5:3,2:3,3:3,4:2,4:2,
19175604;2:3,2:2,2:3,2:2,2:1,3:3,3:3,4:3,6:3,
67760901;2:3,2:3,2:2,3:3,4:3,3:2,4:3,5:2,
1072005;2:3,2:2,4:3,2:2,4:3,6:3,
58913460;1:3,4:3,2:3,3:3,2:2,6:3,
197645179;2:2,0:1,0:1,0:1,0:1,0:1,3:3,
119560170;1:3,2:2,3:3,4:3,4:2,4:2,4:2,4:2,6:3,
119617095;2:3,4:3,4:3,6:3,4:3,5:3,0:1,0:1,
119176194;1:3,2:3,2:3,4:3,2:2,2:2,2:2,2:1,2:1,2:1,2:1,4:3,
57013158;1:3,2:3,0:1,2:2,2:3,4:3,6:3,5:2,0:1,
55265361;1:3,2:3,4:3,4:3,5:3,4:3,5:3,5:3,5:3,6:3,
9813424;1:3,2:3,2:3,2:3,2:3,0:1,0:1,0:1,4:3,2:3,4:3,
88517285;1:3,2:3,3:3,4:3,4:2,2:2,2:2,2:2,2:1,2:1,6:3,
119717210;1:3,2:2,0:1,4:2,3:2,0:1,4:2,6:3,2:2,6:3,
119145188;1:3,2:3,2:2,0:1,4:3,4:3,5:3,5:3,
119165950;1:3,3:3,3:2,2:3,2:2,0:1,
7850587;1:2,2:3,2:2,4:3,4:2,6:3,0:1,5:2,5:3,6:2,0:1,
5073265;1:3,2:3,4:3,2:2,3:3,0:1,0:2,
119139375;1:3,4:3,0:1,2:2,0:1,0:1,5:2,0:1,
14212460;1:3,2:3,3:3,4:3,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,
33596726;3:3,2:2,2:2,6:3,2:1,2:1,2:1,2:1,2:1,2:1,2:1,
37100261;1:3,2:3,2:3,4:3,6:2,0:1,
55249428;1:2,2:3,2:3,4:3,4:3,5:2,6:3,
119172580;2:3,4:2,2:3,2:3,3:3,4:3,6:3,
4660930;1:3,2:2,2:2,4:3,0:1,0:1,2:2,2:2,6:3,5:2,
119130918;1:3,4:3,4:2,2:2,5:2,
51695756;1:3,3:3,2:3,2:2,2:2,3:3,4:3,4:3,5:3,6:3,6:3,
92983757;2:3,1:3,5:3,2:2,5:2,4:3,4:3,2:2,5:2,0:1,
119131145;1:3,2:2,4:3,2:2,4:3,3:3,2:2,3:2,6:3,0:1,2:2,2:2,0:1,0:1,0:1,0:1,
9096277;1:3,4:3,2:2,4:1,5:3,6:2,4:2,5:2,5:3,6:3,
119174052;2:3,2:3,3:3,4:3,4:3,5:3,2:2,2:2,2:2,5:2,4:3,4:3,0:1,
119140662;2:3,1:3,2:2,3:3,6:2,3:2,0:1,
22841688;1:3,0:1,0:1,3:3,4:2,0:1,0:1,4:2,0:1,2:3,2:3,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,5:3,5:2,0:1,0:1,0:1,0:1,0:1,
119172187;1:3,2:3,2:3,4:3,4:3,6:3,0:1,
53595417;1:1,2:3,2:2,2:2,2:2,2:3,4:3,6:2,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,
34944152;1:3,2:3,2:3,2:2,3:3,3:3,3:3,4:3,4:2,4:2,5:3,5:3,6:3,
17594638;1:3,2:3,3:3,4:2,2:2,5:3,
119135267;1:3,2:3,2:2,2:2,2:3,4:3,6:3,5:2,
88521618;1:3,2:2,2:2,2:1,3:3,4:2,2:2,6:2,6:3,
119683428;1:3,2:3,2:2,2:3,2:3,2:2,3:3,3:2,3:3,6:3,
15762169;1:3,2:3,2:3,2:3,2:3,4:3,4:3,2:2,6:2,2:2,5:3,0:1,
119141769;1:3,4:3,2:2,2:3,2:1,0:1,4:2,5:3,6:2,
816646;1:3,2:3,2:2,4:2,4:3,0:2,5:3,5:2,0:2,6:3,
118976467;1:3,0:1,2:3,2:3,2:3,2:3,0:1,0:1,3:3,0:1,4:3,4:3,5:3,5:2,5:2,
18599136;1:3,2:3,3:3,0:1,0:1,3:3,2:3,2:2,4:3,4:3,4:3,5:2,2:2,6:3,
6922792;1:3,2:3,2:2,2:2,4:3,4:2,4:1,4:1,4:1,0:1,2:2,4:3,2:1,6:3,6:2,6:2,0:1,
119596426;2:2,2:1,4:3,2:2,4:2,6:3,2:2,2:3,0:1,0:1,
32430751;2:3,0:1,2:3,2:3,3:3,4:3,4:3,5:3,
119153352;1:3,1:2,3:3,2:3,0:1,2:3,2:2,0:1,2:2,4:3,
119276707;1:3,2:3,4:3,0:1,5:2,4:3,6:3,5:2,0:1,
118796371;2:3,3:2,2:2,2:2,2:1,2:2,4:3,6:3,
14639080;2:3,2:2,4:3,4:3,2:2,6:3,
119665046;1:3,2:2,2:2,2:2,3:3,6:3,
11704758;1:3,2:3,2:2,2:2,2:3,3:3,4:3,4:2,4:2,6:3,
16555102;1:3,3:3,4:2,0:1,2:3,6:3,0:1,0:1,0:1,2:3,
118520283;1:3,2:3,2:3,4:2,2:2,4:3,4:3,4:3,4:3,
119127728;1:3,2:3,4:3,0:1,2:2,2:2,2:3,4:3,2:2,4:3,4:3,6:3,0:1,
85505534;2:3,2:3,3:3,4:3,6:2,4:2,0:1,0:1,0:1,3:3,6:3,6:3,6:3,6:3,6:3,6:3,2:2,
17113343;2:3,4:2,2:2,4:3,1:2,3:2,5:2,5:3,
13685669;1:3,2:3,2:2,2:3,2:3,3:3,3:3,3:2,5:3,4:3,6:3,
119630929;1:3,0:1,0:1,0:1,0:1,0:1,2:2,4:1,0:1,0:1,0:1,3:2,4:3,0:1,6:3,0:1,0:1,0:1,0:1,0:1,0:1,0:1,
109935739;2:3,0:1,5:3,2:2,4:3,6:3,2:1,2:2,5:3,2:2,5:1,5:3,2:2,0:2,0:1,0:2,
119576646;1:3,2:2,0:1,2:2,3:2,0:1,0:1,0:1,0:1,0:1,
119593550;1:3,6:3,2:3,2:2,1:2,2:3,4:2,4:2,4:2,2:2,2:3,0:2,0:2,2:2,4:3,4:3,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,4:2,2:1,6:3,
119724105;3:3,2:3,2:3,2:3,2:2,6:3,
173990972;2:3,6:3,2:3,2:3,2:3,5:2,
119639270;2:3,2:2,1:3,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,4:3,0:1,6:3,
119702976;2:1,0:1,0:1,2:3,2:3,2:3,3:3,4:3,4:3,5:2,5:2,5:2,6:3,
84842910;2:3,3:3,2:2,2:3,2:2,4:3,2:2,
2216379;1:3,2:3,2:3,2:3,2:2,4:3,
202130422;1:3,2:3,2:3,2:3,4:3,6:3,
119312217;2:3,4:3,4:2,6:3,2:2,4:3,6:2,6:2,6:2,
91184241;1:3,2:2,2:2,2:2,0:1,0:1,4:2,2:2,2:2,0:1,0:1,
210116692;1:3,2:2,2:2,2:2,3:3,4:3,
148571782;1:3,2:3,0:1,2:2,2:3,2:2,0:1,0:1,2:3,4:2,5:2,4:3,5:3,
204900931;1:3,2:3,4:2,2:3,4:3,5:3,5:3,
119724779;1:3,2:3,2:3,2:3,3:2,5:2,5:2,6:3,0:1,
8173387;2:3,2:2,2:3,0:1,0:1,4:2,5:2,5:2,
119587476;2:3,2:3,5:3,6:2,6:2,5:3,2:2,6:2,2:2,4:3,6:1,0:1,
2364435;1:3,2:3,2:3,3:3,4:3,5:2,5:2,5:3,6:3,
199442574;1:3,2:3,2:3,3:3,4:3,3:3,2:2,6:3,
119120353;2:3,2:3,2:3,2:2,2:3,4:3,3:3,
54881522;1:3,2:3,2:2,3:3,6:3,0:1,
186206930;1:3,2:3,2:3,4:3,4:3,6:3,
14407461;2:3,3:3,2:2,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,6:2,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,
119329655;1:3,0:1,2:2,4:3,2:1,0:1,0:1,5:3,5:2,5:2,2:2,0:1,2:2,
199577413;0:1,2:3,2:2,2:3,3:3,4:3,4:3,5:3,0:1,0:1,
50557165;1:3,2:3,3:3,4:1,2:2,2:1,4:3,
55698551;2:3,4:3,4:3,4:3,6:3,2:2,
55064165;2:3,2:3,3:3,0:1,4:2,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,5:2,5:2,
14819949;1:3,1:2,2:3,2:3,2:1,2:3,4:3,5:3,
119284398;1:3,2:2,0:1,0:1,1:2,0:1,2:2,0:1,0:1,4:2,0:1,0:1,0:1,6:2,
11059738;1:3,2:2,4:3,0:1,4:3,
53545011;2:3,2:3,0:1,3:3,2:2,2:2,2:2,6:3,4:3,4:3,0:1,0:1,
16888447;1:3,2:3,2:3,2:2,0:1,0:1,
18945366;0:1,0:1,0:1,0:1,0:1,6:2,2:1,
23644814;1:3,2:3,3:2,3:2,6:3,0:1,
2953919;1:3,2:3,2:2,2:3,3:3,4:3,5:3,
16665989;2:3,2:3,2:3,2:3,4:3,
119139228;1:3,4:3,4:3,0:1,0:1,0:1,0:1,0:1,5:3,2:2,0:1,0:1,6:2,4:3,0:1,0:1,0:1,5:3,0:1,0:1,0:1,0:1,6:3,2:2,2:2,0:1,0:1,0:1,
6374310;0:1,0:1,1:3,3:3,2:3,2:2,2:2,2:3,2:1,2:2,3:3,3:3,4:3,4:2,4:2,4:3,6:3,6:1,0:1,
119162262;1:3,2:3,2:2,2:2,0:1,3:3,2:2,2:2,2:2,3:3,0:1,0:1,5:3,5:2,5:3,5:2,6:3,
33052049;1:3,2:3,2:2,3:3,4:3,3:3,5:3,4:3,1:2,1:2,4:3,4:3,0:1,0:1,5:1,6:3,
119134043;0:1,2:3,2:3,2:2,2:3,6:3,
2713904;1:3,2:2,2:2,3:3,5:3,5:3,5:3,6:3,4:3,6:3,
119711964;1:3,2:3,2:3,4:3,2:2,4:3,3:3,2:2,2:2,2:2,2:2,5:2,5:2,5:2,5:1,5:1,5:1,5:1,5:1,5:1,
40550124;1:3,2:3,4:3,2:3,4:3,6:3,
208158111;1:2,4:3,5:2,6:3,2:2,5:2,0:1,
55948769;1:1,2:2,2:3,4:3,4:2,6:3,
199405460;1:3,2:3,2:2,2:3,2:2,3:3,4:3,6:3,
919535;1:3,2:3,2:3,4:3,5:3,4:3,0:2,0:2,0:1,
119117964;1:3,2:3,2:3,4:2,5:3,4:2,5:2,2:2,4:2,
56102203;2:3,3:3,4:3,4:3,4:3,6:3,
52945037;1:3,2:3,2:2,2:3,2:2,3:3,4:3,
14011177;1:3,2:3,2:2,2:2,4:3,2:2,4:3,5:3,
1464209;0:1,0:1,0:1,4:3,0:1,0:1,
7652656;2:3,2:3,0:2,2:3,2:3,0:2,0:2,6:3,
119619729;2:3,2:3,2:2,2:2,3:3,6:3,
15441378;2:3,2:3,2:3,2:3,2:3,0:1,3:3,4:3,4:2,6:3,6:3,6:3,6:3,6:2,
46818267;1:3,2:3,2:3,2:3,2:2,3:3,4:3,0:1,
119731656;1:3,2:3,2:2,4:3,2:2,6:3,0:1,0:1,0:1,0:1,0:1,0:1,0:1,
125178659;2:3,2:3,2:3,6:3,0:1,0:1,0:1,
119142619;1:3,2:3,0:1,2:2,4:3,0:1,6:2,
13927977;1:3,2:3,3:3,2:2,0:1,0:1,2:2,0:1,6:3,5:3,5:2,5:3,5:2,5:3,
53128181;1:3,2:2,2:3,2:2,3:3,6:3,
209515691;1:3,2:3,4:3,2:2,4:2,4:2,6:3,
18298218;2:3,2:3,4:3,4:3,6:2,5:3,2:2,6:3,
119594179;1:3,2:3,3:3,2:3,4:3,5:3,6:3,
115155570;2:1,2:2,4:2,2:1,2:1,0:1,4:2,1:1,6:3,0:1,5:2,4:2,
19082709;1:3,2:3,3:3,4:3,5:2,6:1,
119163756;1:3,2:3,3:3,4:3,4:3,6:2,4:3,6:3,
17102106;1:3,2:2,2:3,2:2,4:3,4:3,0:1,0:1,0:1,0:1,
54682226;0:1,0:1,2:2,2:2,4:3,2:3,4:3,6:3,0:1,
99435779;1:3,2:3,2:3,2:3,2:2,3:3,
16940627;2:3,2:3,3:3,4:3,4:3,4:3,6:3,
119706702;1:3,3:3,2:2,2:2,4:3,5:1,6:1,6:3,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,
5943435;1:3,2:2,2:3,0:1,0:1,2:2,4:3,3:3,4:3,0:1,4:3,3:3,4:3,2:2,
119121799;1:3,2:3,2:2,2:1,2:2,3:3,2:3,2:2,4:3,6:3,6:2,6:2,6:2,
91183893;1:3,2:3,2:3,2:2,2:2,3:3,2:2,4:3,5:3,5:3,4:3,6:3,
119174112;1:3,2:3,0:1,0:1,6:3,0:1,
195657869;1:3,0:1,0:1,0:1,0:1,2:2,4:3,2:2,4:3,4:3,0:1,0:1,6:3,0:1,0:1,0:1,4:3,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,
119129617;2:3,2:3,2:3,3:3,4:3,2:2,3:2,3:2,4:3,6:3,
15178982;2:3,2:3,3:3,4:2,4:2,0:1,0:1,0:1,0:1,
17957599;1:3,2:3,3:3,2:2,2:3,4:2,
17084067;0:1,0:1,0:1,6:3,0:1,0:1,0:1,0:1,
55283400;2:2,2:2,2:3,2:3,4:3,2:1,2:2,3:3,
9108657;0:1,2:2,4:3,4:3,3:3,0:1,
59170889;1:3,3:3,0:1,0:2,0:1,0:1,0:1,0:1,0:1,2:3,0:1,0:1,0:1,0:1,0:1,0:1,0:1,4:3,
28568604;2:1,0:1,2:3,2:2,4:3,3:3,6:3,
54608952;1:2,3:3,6:3,6:3,6:3,6:3,6:3,6:3,6:3,
118151401;2:3,2:2,3:2,4:3,4:2,0:1,
15735280;1:3,1:3,0:1,2:3,2:3,3:3,
54086287;2:3,4:3,0:1,2:2,2:2,3:3,5:3,
10581840;1:3,2:2,0:1,3:3,2:2,6:3,
115178741;2:3,3:3,2:3,2:3,0:1,1:3,6:3,
1902268;2:3,2:3,2:3,2:3,2:3,2:2,2:2,2:3,2:2,2:2,2:2,2:2,2:3,2:2,3:3,0:2,2:3,4:3,4:3,0:2,4:3,0:2,5:3,0:1,6:3,6:3,6:3,6:3,6:3,0:1,1:3,2:3,2:3,2:3,2:3,2:2,2:2,2:3,2:3,2:3,2:3,2:2,
119306175;1:3,2:3,3:3,2:2,4:3,4:1,5:3,5:2,
211532604;1:3,2:3,2:3,2:3,2:3,2:3,2:2,4:3,4:2,4:1,4:2,4:2,4:2,4:1,4:1,4:1,4:1,6:3,
119713657;1:3,2:3,2:2,2:2,4:3,3:3,3:2,4:3,6:3,
15634518;1:3,2:3,2:2,5:2,3:3,6:3,
119688847;1:3,2:3,2:3,2:2,2:3,3:3,3:2,2:2,6:3,
16467551;2:2,2:2,2:3,2:2,5:3,5:2,4:3,2:2,5:3,
15013857;1:3,2:3,0:1,2:2,2:2,4:3,6:2,
3101446;1:3,2:3,1:3,2:2,3:2,2:2,2:1,2:1,2:1,2:1,2:1,2:1,4:3,4:2,4:1,6:3,
119654753;1:3,2:3,4:3,6:2,3:3,3:3,3:3,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,
13014273;2:3,5:2,5:2,4:3,4:3,4:3,4:2,4:2,4:2,4:2,5:2,4:3,4:3,4:2,4:2,4:2,4:3,0:1,0:1,4:3,6:3,6:3,0:1,
85496589;1:3,2:3,4:2,3:3,4:3,6:3,
17860431;1:3,2:3,3:3,2:2,2:3,2:3,2:3,3:3,2:2,4:3,
16071601;1:3,2:2,2:3,3:3,3:3,4:3,4:2,2:2,6:3,
14761160;1:3,2:3,4:3,4:2,2:3,6:3,0:1,2:3,2:2,2:2,2:1,5:3,4:3,4:2,3:2,2:2,2:2,2:2,3:3,3:3,0:1,
53457890;1:3,2:3,2:3,4:3,3:3,2:2,2:2,5:2,5:2,2:2,6:3,0:1,
119623869;2:3,2:3,2:3,3:3,3:2,4:3,4:2,4:2,4:2,5:2,5:1,0:1,
18729584;2:3,2:3,2:3,2:3,4:3,4:2,
41243361;1:3,2:2,2:1,2:3,3:3,2:2,2:2,4:2,4:1,6:3,2:3,4:2,4:3,0:1,0:1,0:1,0:1,6:3,
9109962;1:3,4:3,2:3,2:2,2:1,6:3,6:3,6:2,6:2,
6350521;1:3,2:3,2:2,2:2,3:3,4:2,6:3,
15162953;3:3,2:3,2:3,2:2,2:2,2:1,4:3,5:3,5:3,6:3,0:1,0:1,0:1,0:1,
6455117;1:3,2:3,2:3,4:3,4:2,2:3,2:3,2:3,0:1,0:1,2:3,2:3,2:3,
215548235;1:3,2:3,4:2,2:2,5:3,6:3,0:1,0:1,
14713363;1:3,4:3,2:3,2:1,2:2,5:3,6:1,6:1,
14264850;1:3,2:3,3:3,2:3,5:3,2:2,3:3,4:3,4:3,5:2,5:3,6:2,
6545110;1:3,2:3,4:3,2:3,4:3,1:3,6:3,
9208917;2:3,2:2,2:3,3:3,4:2,0:1,4:2,4:2,0:1,6:3,0:1,
1617078;1:3,2:3,3:3,4:2,0:1,5:3,1:2,2:2,5:2,0:1,4:1,
17772781;2:3,2:3,1:3,4:3,4:3,5:3,5:3,5:3,5:3,0:2,
14154566;2:3,4:2,0:1,4:2,2:3,2:3,1:2,4:2,0:1,2:3,4:1,2:2,2:2,5:2,5:2,5:3,2:2,4:3,
119143388;1:3,3:3,4:2,0:1,0:1,0:1,2:2,2:2,2:2,2:2,4:2,4:2,3:3,4:2,
14541314;1:3,2:3,2:3,2:3,0:1,6:3,0:1,0:1,0:1,0:1,
115157104;2:3,2:3,4:3,2:2,2:3,2:2,4:1,5:3,2:2,2:2,2:3,4:2,2:3,4:3,
119628817;1:3,2:1,0:1,0:1,2:2,0:1,2:2,2:2,2:2,4:2,0:1,0:1,4:2,5:2,
62877625;1:3,2:3,2:2,2:2,2:1,4:2,
8274876;1:3,2:2,2:2,2:2,3:3,2:2,4:3,2:2,2:2,4:3,5:3,5:2,2:2,2:2,6:3,6:3,
119127694;1:3,2:3,4:3,2:2,2:1,4:3,4:3,0:1,0:1,6:3,5:2,
15026941;1:3,3:3,2:2,0:1,2:2,2:3,2:2,4:3,5:2,6:3,0:1,
2758248;2:2,2:3,2:3,2:2,3:3,3:2,6:3,
115177974;2:3,2:3,4:3,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,
67805692;1:3,2:3,4:3,0:2,0:2,6:3,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,4:2,0:1,4:2,5:3,0:1,0:1,0:1,0:1,
115170266;1:3,2:2,4:2,2:3,2:1,2:1,2:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,5:1,0:1,0:1,0:1,0:1,
123385044;1:3,2:3,2:3,3:3,4:3,4:3,4:2,3:3,6:2,
119588893;1:3,2:2,2:3,2:1,4:3,5:3,6:1,2:2,2:2,5:2,5:1,5:3,0:1,
16092682;2:3,2:2,3:3,2:2,4:2,4:2,4:3,0:1,0:1,
16766088;2:3,3:3,3:2,3:2,3:2,2:3,6:3,
17764803;2:1,2:2,2:3,1:2,2:2,4:3,2:2,2:2,4:3,6:3,5:2,
5436463;1:3,2:3,4:2,2:3,2:2,5:3,
119299525;2:3,2:3,4:3,5:3,5:3,6:2,0:1,0:1,
15983343;1:3,2:3,5:2,4:3,4:2,6:3,0:1,0:1,
2338027;1:3,2:3,3:3,2:3,2:3,2:2,2:1,3:3,2:2,4:3,4:3,4:3,6:3,
6416654;1:3,2:3,2:2,2:3,3:3,3:3,
17700745;2:3,3:3,4:2,4:2,4:3,6:3,
14332481;1:3,2:3,2:3,3:3,2:3,2:3,2:3,3:3,4:3,6:3,6:3,6:3,5:3,5:3,5:3,5:2,5:2,
16229174;2:3,3:2,0:1,3:3,2:3,2:2,4:2,4:2,6:3,
119651934;1:3,2:3,2:3,2:3,3:2,4:3,5:2,6:3,
15850673;2:3,1:3,2:3,4:3,0:1,0:1,0:1,0:1,
17573053;1:3,2:3,3:2,6:3,0:1,0:1,
7728071;1:3,2:3,2:3,3:3,3:3,2:2,2:2,4:3,5:3,3:2,6:3,
119134572;1:3,2:2,2:2,2:2,2:2,2:1,4:3,6:1,6:1,6:1,6:1,5:2,5:1,5:1,4:3,
31822354;1:3,2:3,2:2,2:1,2:2,2:2,4:3,4:3,
1330809;1:3,2:3,2:3,3:3,4:3,6:2,5:2,5:2,5:3,
53998678;1:3,2:3,2:2,2:3,2:2,6:3,
11439217;1:3,2:3,2:3,2:2,2:3,3:3,4:3,6:3,
119301312;6:2,2:2,2:3,1:2,4:3,0:1,0:1,0:1,4:3,5:2,5:2,5:2,5:2,2:2,2:2,4:2,5:2,
55665596;1:3,2:3,3:2,6:3,6:3,6:3,
37123524;2:3,4:3,2:2,2:1,0:1,4:3,6:3,5:3,5:3,2:1,2:1,2:1,
51855958;1:3,2:3,3:3,2:2,4:3,2:3,2:2,6:3,6:3,2:1,2:1,2:1,2:1,2:1,2:1,2:1,2:1,2:1,2:1,0:1,0:1,
5077483;2:3,2:3,1:3,0:1,0:1,0:1,0:1,0:1,0:1,6:3,4:3,4:3,4:3,4:3,2:2,2:2,0:1,0:1,
51922276;2:3,3:3,2:2,4:3,2:2,5:3,
35169304;1:3,2:2,2:3,3:3,4:3,4:3,6:3,
27473362;2:3,2:2,2:1,3:3,0:1,0:1,6:2,5:2,
119657799;2:3,4:2,5:2,2:3,2:3,6:3,
119337234;1:3,4:3,0:1,2:3,5:2,5:2,0:1,
119663254;2:3,2:2,1:3,2:3,2:2,3:3,2:2,4:2,2:3,5:3,2:2,5:3,5:2,4:2,6:1,5:2,6:3,
118644377;1:3,2:2,3:3,0:1,3:3,4:3,2:2,6:3,0:1,0:1,0:1,0:1,
85533536;2:3,2:3,3:3,2:2,3:3,3:2,4:3,2:2,5:3,2:2,6:3,6:3,6:3,6:3,
15320358;3:3,4:3,2:3,2:3,2:2,4:3,2:3,6:3,
59142648;1:3,2:2,2:3,3:3,2:2,6:3,4:3,4:2,4:2,4:2,4:2,4:2,4:2,
