s2orc_paper_id;writing_score
76665903;1:3,2:3,2:3,2:3,2:2,3:3,4:3,
19968193;2:3,2:3,2:3,2:3,2:3,3:3,4:3,4:3,4:3,
92454923;2:3,2:2,2:2,3:2,4:3,3:3,5:3,2:1,
10344844;1:3,2:3,2:2,2:3,4:3,4:3,
9304055;1:3,4:3,2:2,2:2,3:3,2:2,6:3,
148570384;2:3,2:3,2:2,2:3,2:3,2:2,2:3,2:3,3:3,4:3,
16593216;1:3,2:3,2:3,4:3,3:2,2:2,0:1,
13962954;1:3,2:3,2:2,2:2,2:2,4:3,
55257501;2:3,2:3,5:3,5:3,1:2,1:1,
2275698;1:2,2:3,2:2,3:3,4:3,4:2,
15202467;1:3,2:3,2:2,2:3,2:2,2:2,2:2,2:2,4:3,
9398879;1:3,3:3,2:2,2:3,2:2,0:1,2:2,
92376868;1:3,2:2,2:2,3:3,4:3,
18902472;2:3,2:2,3:3,2:2,4:3,5:3,
14272458;1:3,2:3,3:3,2:2,3:3,4:3,
86330933;1:1,2:2,2:3,3:3,2:2,2:2,4:3,
14264547;1:3,2:3,2:2,2:2,2:2,4:3,4:3,4:3,
4630525;1:3,2:3,2:2,2:2,2:2,2:1,4:3,
3689989;1:3,2:3,2:3,2:2,3:3,6:3,
89705137;1:3,2:3,2:3,2:3,2:2,4:3,6:3,
155403036;1:3,2:2,2:1,2:2,2:2,3:3,2:2,2:1,
92076125;0:1,0:1,0:1,0:1,0:1,0:1,0:1,
22278213;2:3,2:3,2:3,2:2,4:3,5:3,
12807749;1:3,2:3,2:3,0:2,0:2,0:2,0:1,
54557828;1:3,3:3,2:3,2:3,2:2,4:3,5:3,
7006961;1:1,2:3,2:2,2:2,2:3,0:1,
10704788;1:3,2:3,2:3,2:3,2:3,4:3,
9971961;2:3,4:2,2:2,3:3,2:2,4:3,
187353588;1:3,2:3,2:2,2:2,2:2,4:3,
6440030;1:3,2:3,2:2,2:2,3:3,3:3,2:2,
715788;1:3,2:3,2:2,2:2,2:2,2:2,2:3,2:2,
4407783;1:3,2:3,5:3,0:2,3:3,4:3,
37465209;1:3,2:3,2:3,2:2,2:2,4:3,
8592912;1:3,2:3,2:2,3:3,4:2,4:3,
6310101;2:3,2:3,2:2,2:3,2:3,2:3,2:3,
208546084;0:1,0:1,0:1,2:3,3:3,3:2,
22815591;2:3,2:2,2:2,2:3,2:2,4:3,
5819653;1:3,2:3,2:3,3:3,2:2,3:3,4:3,
6519693;2:2,2:3,3:3,2:2,4:2,4:3,
14661198;2:3,2:3,2:3,2:2,2:2,4:3,4:3,4:2,4:2,
18786892;0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,
10733552;1:1,2:3,0:1,2:3,3:3,2:3,3:3,5:3,
208211190;2:3,2:2,2:2,3:3,4:3,4:3,5:2,
21632158;2:3,3:3,0:1,0:1,0:1,0:1,
55957753;2:2,4:2,2:3,2:3,2:3,4:3,
38367092;0:1,0:1,0:1,0:1,0:1,3:3,
31463752;2:3,2:2,2:3,2:1,2:2,4:3,
6547061;1:2,2:3,4:3,4:2,2:2,4:3,
3607833;2:3,2:3,1:3,2:3,2:3,3:3,4:3,
85035393;2:3,2:3,3:3,2:2,3:3,4:3,
6808695;1:3,2:3,2:3,3:3,2:2,3:3,
46718022;2:3,2:1,3:2,2:2,2:3,4:3,
205160758;1:3,3:3,2:3,2:2,2:2,4:3,
84493950;1:3,2:3,2:3,3:3,6:2,6:2,6:2,6:2,
1167531;2:3,2:3,2:3,2:3,2:3,2:3,4:3,
37849951;0:1,2:3,2:3,0:1,2:3,2:3,4:3,
18673793;2:3,2:2,2:2,2:2,4:3,3:3,3:2,3:2,3:3,
7759952;1:3,2:3,3:3,4:3,2:2,4:3,
17830658;1:3,2:3,2:3,2:3,3:3,4:3,2:3,4:3,5:3,0:2,0:2,0:2,0:2,0:2,0:2,
7282183;1:3,2:3,4:3,6:3,5:2,5:2,5:1,
169113764;1:3,2:3,2:2,2:2,3:2,3:2,4:3,
59571798;2:3,2:3,1:3,2:3,2:3,4:3,4:3,
2735258;1:3,2:3,2:2,3:3,2:2,4:3,
55817180;1:3,2:3,2:3,2:2,4:3,4:3,6:3,
6376439;2:3,2:3,2:2,4:3,4:2,6:1,6:1,2:1,4:2,5:2,5:1,
91899474;2:2,2:2,2:2,2:2,2:2,3:3,4:3,
4492134;1:3,2:3,3:3,5:3,4:3,4:3,
5849635;2:3,0:1,2:3,2:3,2:3,2:2,2:2,3:3,2:2,5:3,
10634837;2:3,2:3,2:2,3:3,4:3,4:3,
7447385;2:3,2:3,3:3,2:3,2:2,4:3,
5706556;1:3,2:3,3:2,2:3,3:3,4:3,
3252157;1:3,2:3,2:3,3:2,4:3,4:3,
6351729;2:3,2:3,2:3,2:2,2:3,2:1,3:3,
16513158;1:3,2:3,2:3,2:2,2:2,4:3,
7439838;1:3,2:3,2:3,2:2,2:2,3:3,3:2,4:3,
73531370;2:3,2:3,2:3,3:3,2:2,2:2,4:3,
199064519;1:3,2:3,2:3,2:2,4:3,6:3,
16541365;0:1,2:3,2:2,2:3,0:1,2:3,2:3,2:2,0:1,
83270103;2:3,2:3,2:3,2:3,2:3,2:2,6:3,
11850651;2:3,2:3,3:3,2:3,2:2,4:3,
17484667;0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,
24084016;1:3,2:3,3:3,3:3,3:2,2:2,
13232511;1:3,2:2,2:2,2:2,2:2,3:3,4:3,
7684988;1:3,2:3,0:1,0:1,2:3,2:2,3:3,2:2,2:2,3:3,
55255855;1:3,3:3,2:2,2:3,2:3,4:3,3:3,3:2,2:2,3:3,4:3,4:3,
18223605;1:3,2:3,2:3,2:2,2:3,3:3,
85454261;2:3,2:2,1:3,2:3,2:3,4:3,
13566657;0:1,2:3,2:2,2:2,3:3,2:3,4:3,
17381542;1:3,2:3,2:3,3:3,2:2,4:3,
10434369;1:3,2:3,2:2,2:3,2:2,3:3,
89973842;1:3,2:3,2:2,4:3,2:2,4:3,2:3,4:3,
59385033;0:1,0:1,0:1,0:1,0:1,3:3,
10316115;1:3,2:3,2:3,2:2,2:3,4:3,
7975038;1:3,2:3,2:2,2:3,2:2,4:3,
175326;1:3,2:3,2:2,2:2,2:2,3:3,
22823178;1:3,2:3,2:2,2:2,4:3,6:3,
19329787;1:3,2:3,2:3,2:3,2:3,4:3,
17608435;1:3,2:3,2:2,2:3,2:3,2:2,3:3,3:3,
9528722;2:3,2:2,2:2,2:3,3:3,4:2,5:3,
10817892;1:3,2:3,2:3,2:3,2:2,2:2,4:3,
3479873;1:3,2:2,3:3,2:3,4:3,4:3,6:2,
2800063;1:3,2:3,2:3,2:3,2:3,2:3,4:3,
15685708;1:3,2:3,2:2,2:2,2:2,0:1,4:3,5:3,1:3,2:3,5:3,6:2,
18947696;1:3,2:3,2:3,3:3,4:3,4:3,5:3,
14631577;1:3,2:3,2:3,2:2,2:2,2:2,4:3,
24862744;1:3,2:3,2:2,3:3,3:2,4:3,
461578;1:3,2:3,2:3,2:3,2:2,4:3,
6412988;1:3,2:2,2:2,2:2,2:2,4:3,4:3,0:1,
53111666;1:3,2:3,2:2,3:2,2:3,5:3,4:3,
25320509;0:1,0:1,0:1,0:1,
3940982;2:3,2:3,2:3,2:3,3:3,3:2,4:3,
7026200;1:3,2:3,2:3,3:3,2:2,4:3,
67855521;0:1,2:3,2:3,2:2,2:3,2:3,3:2,3:2,6:3,
6358044;2:3,4:3,2:2,2:2,4:3,
84066981;2:3,2:3,1:2,4:3,0:1,0:1,0:1,0:1,0:1,
10419044;1:3,2:3,2:3,2:2,2:2,2:3,3:3,4:3,
55915400;1:3,2:2,2:3,2:3,2:2,2:2,2:2,4:3,5:3,5:3,4:2,4:3,
24111568;1:3,2:3,2:3,2:2,2:2,4:3,
85559738;1:3,2:3,2:3,2:3,2:2,3:3,
14912848;1:3,2:3,2:3,2:3,2:2,2:2,2:2,4:3,
18395615;1:3,2:3,4:3,2:3,4:2,4:3,
18503931;2:3,4:3,2:3,2:2,4:3,2:2,
22063838;1:3,2:2,0:1,0:1,2:3,2:3,2:2,3:3,2:2,6:3,6:3,6:3,6:3,
15905844;2:3,2:3,2:3,2:2,2:1,3:2,3:3,4:3,
41639334;2:1,2:3,2:3,2:2,2:2,2:2,4:3,
4423843;1:3,2:3,2:2,2:2,2:2,4:3,
86079914;1:1,2:3,0:2,0:1,2:3,2:2,4:3,
119664716;1:3,2:3,2:3,2:2,2:3,4:3,4:3,0:1,5:3,
1244276;1:3,2:2,2:3,2:3,3:3,3:3,4:3,4:2,
17953871;2:3,2:3,2:3,2:3,2:3,4:3,
91832417;1:3,2:3,2:2,2:3,2:3,4:3,
1429300;2:3,2:3,2:3,3:3,3:2,4:3,
85210362;2:3,2:2,2:3,4:2,2:2,6:2,6:1,4:3,
10926940;1:3,2:3,2:3,3:3,4:3,4:3,
88757641;1:3,2:3,2:3,2:3,2:3,2:2,3:3,4:3,0:2,4:3,4:3,4:3,4:3,
90136387;1:3,2:3,2:2,2:2,2:3,3:3,2:2,4:3,
17558201;1:3,2:3,2:3,4:3,0:1,0:1,0:1,0:1,0:1,
836660;1:3,2:3,2:2,3:3,3:3,4:3,4:3,6:3,
1139639;1:3,3:3,2:3,2:2,4:2,4:2,
86203691;2:3,2:2,4:1,2:2,2:2,2:2,6:3,0:1,
25265870;1:3,2:2,6:3,6:3,6:3,6:3,6:3,6:3,
14488413;1:3,2:3,2:2,2:2,4:3,6:3,
14138128;1:3,3:3,2:2,2:2,2:2,2:2,2:2,2:2,0:1,0:1,0:1,0:1,
9756674;1:3,2:2,2:3,3:3,4:2,5:3,
14706503;2:3,2:3,0:1,2:3,2:2,2:2,2:2,
42536812;1:3,2:2,2:2,2:2,2:1,2:1,2:1,
1097464;2:3,1:3,2:3,3:3,2:2,6:3,
12574904;1:3,2:3,2:2,2:2,3:2,4:3,5:3,5:3,
3201303;0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,
11947012;2:3,3:3,2:2,2:1,2:2,2:1,3:3,4:3,4:2,6:2,
1762276;1:3,2:3,2:2,2:3,2:2,2:3,3:3,
11424059;1:3,2:3,2:3,3:3,2:2,2:2,4:3,
18660426;1:3,2:3,2:2,2:2,2:2,2:3,2:1,4:3,
11239510;2:2,4:3,2:2,2:2,3:3,4:3,4:3,4:3,2:1,5:3,
67187;1:3,2:3,4:3,4:3,4:3,6:3,6:3,
19140447;1:3,2:3,2:2,3:3,2:2,4:3,
158679772;1:3,2:2,2:3,2:3,2:2,4:3,
89746933;1:3,2:3,2:3,2:3,2:3,2:3,2:2,2:2,3:3,4:3,
24289884;1:3,2:3,4:3,3:3,2:2,4:3,
18621853;1:3,2:3,2:2,1:2,2:2,4:3,
13010075;2:3,2:3,2:3,2:3,2:3,2:3,
13684840;2:3,2:3,2:3,2:3,2:3,2:3,2:2,2:2,4:3,
28142407;2:3,0:1,0:1,0:1,4:2,0:1,0:1,0:1,
8852082;2:3,2:3,2:3,2:3,2:3,4:3,
3303240;1:3,2:3,2:3,2:3,3:3,
6059336;2:3,2:3,2:2,2:2,2:2,3:3,4:3,
5870538;1:3,2:3,3:3,2:2,2:2,3:3,4:3,
22786940;1:3,2:3,2:3,2:3,2:3,4:3,
11501865;1:3,2:2,2:3,3:3,3:2,3:2,4:3,4:2,5:3,
53291786;1:3,2:3,2:3,2:2,4:3,4:3,4:3,2:2,4:2,4:2,4:2,2:2,5:3,
85494147;2:3,2:3,2:3,2:3,4:3,6:3,
3980142;1:3,2:3,4:3,2:2,2:2,5:3,
85517422;1:3,4:3,2:2,2:3,4:3,3:3,6:3,
159040980;2:2,2:3,3:3,5:3,4:3,5:3,
18980362;1:3,2:3,2:2,2:2,2:2,2:2,2:1,3:3,6:3,
195798196;1:2,2:3,2:2,2:2,2:2,3:3,
467960;1:3,2:2,2:2,2:3,4:2,5:3,
49654578;2:3,2:3,2:3,1:2,4:3,6:3,
33815321;0:1,0:1,2:3,2:3,0:1,2:2,4:3,
4879131;1:3,2:3,2:3,2:3,2:3,4:3,
52076688;1:3,2:3,4:3,2:2,2:2,4:3,2:2,2:2,2:2,2:2,2:2,3:3,3:3,6:3,
90427118;1:3,2:3,2:3,2:3,2:3,4:3,6:3,4:3,
16783834;2:3,3:3,3:3,2:2,4:3,4:3,
8285360;1:3,2:2,2:2,2:3,3:3,4:3,4:3,
15994412;2:3,2:3,2:2,3:3,0:1,2:2,2:2,4:3,
9058587;1:3,2:3,2:3,2:2,2:2,2:2,2:1,2:3,3:3,6:3,
4945183;2:3,2:3,2:2,2:2,2:1,4:3,
15935504;1:3,2:3,2:3,2:3,2:3,4:3,4:3,4:3,4:3,4:3,0:2,0:2,0:2,5:3,5:3,5:3,0:2,5:3,
10212343;1:3,2:3,2:3,2:2,3:3,
17166978;2:1,2:2,3:3,2:2,2:1,4:3,
1189749;2:3,2:2,2:3,2:3,2:2,2:3,2:3,2:2,4:3,4:3,
15770472;1:3,2:3,2:2,2:2,4:3,2:2,2:2,5:3,5:2,
34265081;2:3,2:3,2:3,2:3,2:3,2:3,4:3,4:3,
12220352;1:3,2:3,4:3,2:2,0:1,0:1,0:1,0:1,
16691019;1:3,2:3,2:2,2:2,2:2,4:3,
2259819;1:3,2:3,2:2,2:3,2:2,2:2,2:2,3:3,
198133949;1:3,2:3,2:2,2:2,3:3,4:3,
22502633;1:1,2:3,2:3,2:2,2:2,4:3,
35785756;1:3,2:3,2:3,3:3,4:3,4:2,
29961794;0:1,0:2,0:1,0:2,4:3,0:1,0:1,0:1,0:1,2:2,2:2,
796677;0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,
92626320;1:1,2:3,2:3,2:3,3:3,4:3,
4750286;0:1,2:3,2:2,5:3,5:2,0:1,5:3,4:3,4:3,4:2,
14497569;1:3,2:3,3:3,2:2,4:3,
4031841;1:3,2:3,2:2,2:2,2:3,4:2,
41228862;1:3,2:3,2:2,2:3,2:3,2:2,2:3,4:3,4:2,5:1,
201203470;1:3,3:3,2:3,2:3,4:3,6:3,
203654163;1:3,2:3,6:3,4:3,1:3,1:3,4:3,2:3,4:2,
635607;1:3,2:3,2:2,4:3,4:3,
3974301;1:3,2:3,3:3,0:1,0:2,4:3,5:3,6:3,0:2,0:1,
52898479;1:3,2:3,0:1,0:1,2:2,2:3,2:2,3:3,4:3,
83458925;1:3,2:3,2:3,2:2,2:2,2:2,2:2,3:3,4:3,
148571577;2:3,2:3,3:3,2:2,2:2,3:3,3:3,4:3,4:3,4:3,5:3,
1972274;1:3,2:3,2:3,2:3,2:2,2:2,4:3,4:3,4:3,6:2,
1128812;2:3,2:3,2:3,2:3,2:2,4:3,
30094674;0:1,0:1,0:1,0:1,0:1,4:3,
19220180;1:3,2:3,2:2,2:2,2:2,4:3,
14790326;1:3,2:3,2:2,2:2,3:3,2:1,4:3,
8202957;1:3,2:3,2:3,2:2,6:3,2:3,2:2,6:3,
55431601;1:3,0:1,2:3,2:2,2:3,2:2,3:3,4:3,
86826704;1:1,2:2,2:2,2:2,0:1,0:1,
32511342;1:3,2:3,2:3,2:2,3:3,3:3,4:3,
90886191;1:3,2:3,3:3,2:2,2:2,4:3,
70350030;1:3,2:3,2:3,3:3,2:2,4:2,
92096830;2:3,2:3,2:3,2:3,1:3,4:3,
10836712;1:3,2:3,3:3,2:3,2:2,4:3,
24284953;0:1,0:1,0:1,4:3,2:2,6:3,
25838415;0:1,0:1,0:1,0:1,0:1,6:3,
43803902;1:3,2:3,2:2,4:3,2:3,2:3,5:3,
208168824;1:3,2:3,2:2,4:3,2:3,2:2,3:3,4:3,
14886991;2:3,2:3,2:3,2:3,2:2,4:3,4:3,
85007508;2:2,2:2,2:3,3:3,4:3,0:1,
15970482;2:3,2:3,2:3,2:2,3:3,3:3,1:3,2:3,2:3,2:3,2:2,3:1,2:2,4:3,4:3,
18377191;1:3,2:2,3:3,2:2,2:2,4:3,5:3,
30652657;1:3,2:3,3:3,2:3,4:3,5:3,0:3,
55709007;2:3,1:3,2:3,2:3,3:3,5:3,2:3,2:2,2:2,2:2,6:3,
3374139;2:1,2:3,2:2,2:2,2:2,2:2,2:1,4:3,
85574421;1:3,3:3,2:2,2:3,4:3,6:3,
46934449;2:3,2:2,2:3,2:2,2:1,4:3,5:3,
85606435;1:3,2:3,2:3,2:2,2:3,2:2,2:1,4:3,
53223838;2:3,2:3,3:3,2:3,2:3,5:3,
27545456;2:3,2:2,2:3,2:3,2:2,2:2,4:3,
29214607;1:3,3:3,2:2,2:2,2:2,2:1,2:2,4:3,
150006070;1:3,2:3,2:3,2:2,4:3,4:2,
15020991;2:2,2:3,2:3,2:2,2:3,2:2,2:2,3:3,
4103588;1:3,2:3,2:3,2:2,2:2,2:2,2:3,2:2,2:1,
2038560;1:3,2:3,2:3,2:2,2:3,3:3,2:3,4:3,
16790626;0:1,0:1,0:1,0:1,0:1,0:1,
55636683;2:3,2:3,2:3,2:3,4:3,4:3,5:2,
29185824;2:3,2:3,2:3,2:2,1:3,4:2,
288072;1:3,2:3,0:1,0:1,3:3,4:3,5:2,2:2,6:3,0:1,
54529706;2:3,2:3,2:2,2:2,2:1,2:3,
17093044;1:3,2:3,0:1,0:1,0:1,0:1,0:1,5:3,
5469483;1:3,2:3,2:2,2:3,2:2,4:3,2:2,2:2,4:3,4:3,2:2,5:3,2:2,2:2,0:1,5:2,
16044725;1:3,2:3,2:3,2:2,2:2,2:1,2:1,3:3,4:3,6:3,
53716416;1:3,2:3,2:2,2:2,2:2,3:3,
92020921;1:1,2:3,2:2,2:2,2:1,4:3,
2209993;1:3,2:3,2:2,2:2,2:2,2:2,1:3,
3781098;2:3,2:2,3:3,2:2,2:2,2:2,2:2,2:1,2:2,4:3,4:3,
55670683;1:3,2:3,2:3,2:3,2:3,2:3,4:3,
21378436;1:3,2:3,2:3,2:2,2:3,3:3,
17025498;1:3,2:3,0:1,2:3,2:2,2:3,3:3,
16648212;1:3,2:3,3:3,2:2,4:3,6:3,5:3,
15344741;1:3,2:3,2:2,2:3,2:2,3:3,
15308078;1:3,2:3,2:3,2:2,2:2,2:3,4:3,
708076;2:3,2:3,2:3,2:2,3:3,3:2,4:3,4:3,
92659275;2:3,3:3,2:2,4:3,4:3,4:3,4:3,
52186198;2:3,2:2,2:1,2:1,2:2,3:3,
13897432;1:3,2:3,2:3,3:3,4:3,4:3,
53613415;1:3,2:3,2:3,2:2,2:2,2:3,4:3,
42764579;1:3,2:3,2:2,2:3,2:3,2:2,4:3,
5896909;1:3,2:3,0:1,2:2,4:3,5:3,
83609775;2:3,2:3,2:3,2:2,2:2,2:3,2:3,2:2,4:3,4:3,4:3,
40936417;1:2,2:3,2:3,2:2,2:3,3:3,
53551025;1:3,2:2,2:3,2:3,2:3,4:3,2:2,4:2,
16747595;2:3,2:2,2:3,2:3,2:3,2:2,4:3,
83870070;6:2,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,
9638013;1:3,2:3,2:3,2:2,2:2,2:2,4:3,4:3,
8251966;1:3,2:3,2:3,2:3,2:3,4:3,4:3,
11898399;0:1,0:1,0:1,0:1,0:1,4:3,
5490295;2:2,2:2,2:2,2:2,1:3,4:3,
20815937;1:1,2:2,2:3,2:2,4:3,5:3,
208171658;1:3,2:3,2:2,3:3,3:2,4:3,
208248885;1:3,2:3,2:3,2:3,2:2,2:2,2:3,2:2,3:3,4:3,2:3,2:2,2:2,5:3,5:3,5:3,6:2,
22602450;1:3,2:3,2:2,2:2,2:2,3:3,4:3,
92395170;0:1,0:1,2:2,2:3,2:3,2:3,2:3,2:3,2:3,4:3,
91544461;2:3,2:3,2:2,2:2,3:3,4:3,
32128430;1:3,2:2,2:2,3:3,3:3,3:3,
87953505;2:2,4:3,5:3,5:3,5:3,5:3,
27453071;1:3,2:2,2:2,2:2,2:2,2:2,4:3,
73556421;1:3,2:3,2:2,2:3,2:3,3:3,
3038894;1:3,3:3,2:2,2:3,4:3,4:3,4:3,2:2,
4695479;0:1,2:3,2:3,4:3,4:3,2:2,4:3,
52244088;1:3,2:3,2:3,2:3,2:3,3:3,4:3,
4633327;1:3,2:3,2:3,4:3,2:3,4:3,
6994011;1:3,2:3,2:3,2:2,3:2,4:3,
17266696;1:3,2:3,2:2,2:3,3:3,4:3,
16837723;1:3,2:3,2:3,2:3,4:3,4:3,
15130317;1:3,2:3,2:2,2:2,3:3,3:3,4:3,5:3,
159040754;1:3,2:2,2:2,3:3,2:2,4:3,4:3,4:2,6:3,6:3,6:3,4:3,5:3,
8705649;1:3,2:3,2:3,2:3,2:2,3:3,3:2,
205833499;1:3,2:3,3:3,2:3,2:2,2:2,4:2,
9535425;1:3,2:3,2:3,2:3,3:3,4:3,0:1,
16545983;0:1,0:1,0:1,0:1,0:1,0:1,0:1,
16140732;1:3,2:3,2:3,2:3,3:2,5:3,
20230581;1:3,2:2,2:2,2:3,2:2,2:2,2:2,5:2,6:1,
13364246;2:3,2:3,2:3,2:3,2:3,2:2,2:2,2:2,4:3,
2055886;1:3,3:3,4:2,2:2,2:1,4:3,
8699798;1:3,1:2,2:2,2:3,3:3,2:2,2:2,2:2,4:3,
955768;2:3,2:2,2:3,2:3,2:2,2:2,4:3,4:3,
202676444;2:3,2:2,2:2,2:2,2:2,4:3,
1422591;1:3,2:3,3:3,2:2,2:3,5:3,4:3,
59355289;0:1,0:1,0:1,0:1,3:3,
7082973;2:3,2:3,2:3,2:3,2:2,4:3,
87666390;1:2,2:3,2:3,2:3,2:2,2:2,3:3,
15897005;1:3,2:3,2:3,2:3,0:1,2:3,4:3,4:3,6:3,0:1,0:1,
7424451;1:3,2:3,3:3,2:2,4:3,4:3,5:3,
8349826;2:3,2:3,3:3,4:3,2:2,2:2,4:2,5:3,
