s2orc_paper_id;writing_score
17306969;1:3,6:3,2:3,2:2,2:2,2:2,3:3,
206374563;2:3,2:2,2:3,2:2,3:3,3:3,3:2,4:3,5:3,
62881858;1:3,2:3,2:3,2:3,4:3,6:3,
7908246;1:3,1:3,2:3,2:2,3:3,2:2,3:3,4:3,6:3,
195439999;1:3,2:3,2:3,2:3,2:2,2:2,3:3,
17170592;2:3,2:2,2:3,2:2,2:3,2:2,2:2,2:2,2:2,2:2,2:2,2:2,
3942510;2:3,2:3,2:3,3:3,2:3,4:3,4:3,
15327613;1:3,2:2,2:2,2:3,2:2,3:3,4:3,
16472236;1:3,2:3,2:3,2:2,2:3,3:3,2:2,4:3,
52014554;1:2,2:3,2:3,2:3,2:2,2:2,2:2,2:2,2:2,2:2,4:3,
13020169;2:3,2:3,2:2,2:2,2:2,4:3,
3564334;1:2,2:3,2:3,2:2,2:2,2:3,4:3,
1465416;1:3,2:3,2:3,2:3,2:3,2:3,2:2,4:3,
4474854;1:3,2:3,2:2,2:2,3:3,4:3,4:3,
139104644;1:3,2:2,2:3,2:2,2:2,2:2,4:3,
1387309;1:3,2:3,2:2,3:3,2:3,3:3,
51935893;1:3,2:3,2:3,2:3,2:3,4:3,
12674403;1:3,2:3,2:3,3:3,2:2,6:3,
25386675;1:3,2:3,2:2,2:2,2:3,2:3,2:2,4:3,
14677028;2:3,2:2,2:2,3:3,2:2,4:3,
59337907;1:3,2:3,2:3,2:2,3:3,4:3,
22102625;1:3,2:3,2:2,2:1,2:2,2:3,5:3,2:2,
17538545;1:3,2:3,2:3,2:3,2:2,3:3,
18215351;2:3,2:3,2:3,1:3,2:3,2:3,3:3,4:3,
22816398;2:3,2:3,2:2,2:2,2:1,3:3,
13098081;1:3,2:3,2:2,2:3,2:3,2:2,2:2,4:3,
4877816;1:3,0:1,2:3,2:2,2:3,3:3,
3812975;2:3,2:3,2:3,3:3,3:3,2:2,4:3,
22705740;1:3,2:3,2:3,2:2,2:1,2:2,2:2,2:2,4:3,
71889752;1:3,2:3,2:3,2:2,2:2,2:2,2:2,2:2,4:3,
7255643;1:3,2:3,2:2,2:2,3:3,2:3,0:1,2:2,4:3,
13602417;1:3,2:3,2:2,2:3,2:3,3:3,
17382208;1:3,2:3,2:3,2:3,5:2,2:2,5:2,6:2,
5239646;1:3,2:3,2:2,2:2,2:3,2:3,2:2,2:2,4:3,
2589961;1:3,2:2,2:2,2:3,3:3,4:3,
3201726;2:3,2:3,2:3,2:3,2:3,5:3,
17752005;0:1,2:2,2:3,2:2,2:2,2:2,2:3,2:2,2:2,2:2,2:2,0:1,
12632778;1:3,2:3,2:2,2:2,2:3,2:2,2:2,4:3,
14958958;0:1,0:1,0:1,0:1,0:1,0:1,
1622283;1:1,2:2,2:3,2:3,3:3,4:3,
31066390;1:3,2:3,2:2,2:2,4:3,6:3,
2885323;1:3,2:3,3:2,4:3,4:3,6:3,
76665903;1:3,2:3,2:3,2:3,2:3,3:3,4:3,
19968193;2:3,2:2,2:3,2:3,2:2,3:3,4:3,2:2,4:3,
21541302;2:3,2:3,2:3,2:3,2:3,2:3,3:3,3:3,4:3,
17967896;1:3,3:3,2:2,4:3,5:3,5:2,
214298149;1:3,2:3,2:2,2:2,2:2,2:1,4:3,
10344844;1:3,3:2,4:2,2:3,4:3,4:3,
9304055;1:3,3:3,2:2,2:2,4:3,2:2,6:3,
148570384;2:3,2:3,2:2,2:3,2:3,2:2,2:3,2:2,2:1,4:3,
16593216;1:3,2:3,2:3,4:3,2:3,2:3,6:1,
810391;1:3,4:3,6:3,2:2,2:2,2:2,2:2,
54713803;0:1,0:1,0:1,0:1,0:1,0:1,0:1,5:3,
18003842;1:2,4:3,2:3,2:3,2:3,3:3,4:3,6:3,0:1,0:1,0:1,
20998528;1:3,3:3,2:3,2:2,2:2,2:2,4:3,
6241689;1:3,2:2,2:3,2:2,4:3,5:3,6:2,
13962954;2:2,2:3,2:2,2:2,2:3,4:3,
21558177;1:3,2:3,2:2,3:3,5:2,4:3,
2275698;2:2,2:2,2:2,3:3,4:3,4:3,
15202467;1:3,2:3,2:3,2:2,2:2,2:2,2:2,2:2,4:3,
204757158;1:3,2:3,2:2,2:2,3:3,4:3,
9398879;1:3,3:3,3:3,2:3,2:3,5:1,2:3,
202888809;1:3,2:3,2:3,6:2,2:2,2:2,4:3,4:2,4:3,5:3,
16277923;1:3,2:3,2:3,2:3,2:3,2:2,2:2,2:2,4:3,
22198358;2:3,2:3,2:3,2:3,0:1,2:2,2:3,4:2,5:2,0:1,5:2,2:3,2:3,0:1,
762534;2:3,2:3,2:2,2:2,2:3,2:3,2:2,4:3,4:3,
13748118;2:3,3:3,3:2,5:2,2:2,6:3,
3477006;1:3,2:3,2:3,2:3,2:3,4:3,3:3,4:3,6:3,
18902472;2:3,1:3,3:3,2:3,4:3,5:3,
53035573;2:3,2:3,2:3,2:3,2:2,2:2,2:3,2:1,3:3,
12965177;1:2,2:3,2:3,2:3,3:2,3:3,0:1,0:1,0:1,0:1,4:3,5:2,
14272458;1:3,2:3,2:3,2:3,2:2,4:3,
14264547;1:3,2:3,2:3,2:2,2:2,4:3,4:2,4:3,
7655769;1:3,2:3,2:3,2:2,2:2,4:3,
4630525;1:3,2:3,2:2,2:2,2:2,2:2,4:3,
52008538;1:3,2:3,2:3,6:3,3:3,4:3,4:3,
18145862;1:3,2:3,2:3,2:2,2:2,2:2,2:1,3:3,4:3,6:3,
8705649;1:1,2:3,2:3,2:3,2:3,3:3,2:2,
12821517;1:3,3:3,2:3,5:2,4:3,4:2,2:2,4:2,2:2,2:3,2:2,6:3,
3689989;1:3,2:3,2:2,0:2,3:3,6:3,
10233443;2:3,2:3,2:3,2:3,2:3,2:3,2:3,2:3,2:3,2:3,2:3,2:3,4:3,
20393108;1:3,2:2,2:2,3:2,4:2,6:3,0:1,5:3,4:3,5:3,5:3,
21232624;1:3,0:1,0:1,2:3,2:2,4:3,5:3,
16904694;2:3,2:3,2:2,2:2,2:2,2:1,2:1,4:3,
22278213;1:3,2:3,2:2,2:2,4:3,5:3,
12807749;1:3,2:3,2:2,2:2,2:2,2:3,2:2,
52078318;2:3,2:2,2:2,2:3,2:3,2:2,2:2,2:2,2:2,2:2,2:2,2:2,2:3,4:3,
26286313;1:3,2:3,3:3,2:3,2:2,2:2,2:2,2:2,3:3,
11245779;1:3,3:2,2:3,6:3,0:1,0:1,0:1,0:1,0:1,0:1,2:2,2:2,2:2,2:2,
55585821;1:3,2:3,2:3,2:3,2:2,3:3,
4131383;2:3,2:3,3:3,0:1,0:1,4:2,
31672686;1:3,2:3,2:2,2:2,5:2,4:3,4:3,
4708706;1:3,2:3,2:2,2:2,2:3,
153184;1:3,2:3,2:3,2:3,2:2,2:2,4:3,
7006961;1:3,2:3,2:3,2:2,2:2,5:3,4:3,
52957973;1:3,2:3,2:3,2:2,3:3,3:3,4:3,
4411730;1:2,2:2,2:2,4:3,4:3,6:2,6:2,6:1,
10704788;1:3,2:3,2:3,2:3,3:3,4:3,
9971961;2:3,4:3,2:3,3:3,2:2,4:3,
37011686;2:3,2:3,2:2,2:2,6:3,6:3,
6440030;1:3,2:3,2:2,2:2,3:3,3:2,3:3,
14331973;2:1,4:3,2:2,2:2,5:3,5:3,
715788;1:3,2:3,2:2,2:2,2:3,2:2,2:1,2:1,
38060049;1:3,2:3,2:3,2:3,3:2,2:3,
14400320;1:3,2:3,2:3,2:3,4:3,2:2,6:2,
10132083;1:3,2:3,2:2,3:3,2:3,4:3,2:2,4:3,6:3,
39649104;1:3,2:3,2:3,4:3,5:2,5:2,2:2,4:3,6:3,
37465209;1:3,2:3,2:3,2:2,2:2,4:3,
8592912;1:3,2:3,2:2,3:3,4:2,4:3,
34461665;1:3,2:3,2:2,2:3,2:2,2:2,2:2,2:2,4:3,
10279614;1:3,2:3,2:2,2:2,4:3,5:3,
21314552;1:2,2:3,2:3,2:2,2:2,2:2,2:2,2:1,2:2,3:3,5:3,6:1,
15418803;1:3,2:3,6:1,2:2,4:2,5:1,2:2,4:2,
8927175;1:3,2:3,2:3,2:2,2:2,2:3,2:2,4:3,
6310101;2:3,2:3,2:3,2:3,2:3,2:3,2:3,
22815591;2:3,2:3,2:3,2:3,2:3,4:3,
195695176;2:2,2:3,2:2,2:2,2:2,2:2,3:3,4:3,
2581248;2:3,2:3,2:2,2:2,2:3,3:3,6:3,
5819653;1:3,2:3,2:2,2:2,2:2,2:2,4:3,
6519693;2:3,2:3,0:2,2:3,4:3,3:3,
14661198;1:3,2:3,2:3,2:3,2:3,4:3,4:2,4:2,4:2,
18786892;0:1,0:1,2:3,2:3,0:1,2:2,2:2,3:3,
10733552;1:1,2:3,0:1,2:3,2:3,2:3,3:3,5:3,
17949877;1:3,2:2,2:2,2:2,2:2,4:3,6:2,4:3,
208211190;2:3,2:3,2:3,3:3,4:2,4:3,6:2,
52176167;0:1,0:1,0:1,0:1,0:1,0:1,0:1,
20314033;1:3,2:3,2:2,2:2,2:2,2:2,2:3,2:2,4:2,2:2,2:2,3:3,6:2,5:2,4:3,6:3,
21632158;2:3,4:3,0:1,0:1,0:1,0:1,
1556997;1:3,4:3,2:2,2:2,2:3,2:1,4:3,2:3,6:3,
38367092;0:1,0:1,0:1,0:1,0:1,4:3,
18732674;2:3,2:3,3:3,0:1,0:1,0:1,0:1,0:1,
16230503;0:1,0:1,0:1,2:3,2:2,2:2,2:1,0:1,
31463752;2:3,2:2,2:3,2:2,2:3,3:3,
2290566;1:3,1:2,2:3,2:3,2:2,2:2,2:2,4:3,
14411910;2:3,2:2,2:2,2:3,2:3,3:3,
6547061;1:1,2:3,3:3,4:2,2:2,4:3,
18403660;0:1,0:1,0:1,0:1,0:1,3:3,4:3,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,
3607833;1:2,2:3,2:3,2:2,2:2,3:3,4:3,
21521849;1:3,2:3,3:3,0:1,0:1,0:1,0:1,0:1,4:3,0:1,0:1,0:1,0:1,6:2,
205833499;1:3,2:3,3:3,2:2,2:2,2:2,4:3,
6808695;1:3,2:3,2:3,3:3,2:2,3:3,
46718022;2:3,2:2,3:2,2:3,2:3,4:3,
15004160;1:3,2:3,2:2,2:2,2:3,0:1,2:2,6:3,
16245683;1:1,1:1,2:3,3:3,4:3,4:3,4:2,6:3,
205160758;2:3,3:3,2:3,2:2,2:2,4:3,
17958980;2:3,2:3,3:3,2:2,4:3,4:3,5:3,6:2,
1167531;1:3,2:3,2:2,2:2,2:3,2:2,4:3,
37849951;0:1,0:1,2:3,2:3,2:3,2:3,4:3,4:3,
54215792;1:3,2:2,2:2,2:1,2:2,3:3,2:3,3:3,
13348169;1:3,2:3,2:3,2:3,4:2,2:2,5:3,5:3,4:3,
11672486;1:3,2:3,2:3,2:3,2:2,2:3,2:2,2:2,2:2,2:1,2:3,4:3,4:3,
18673793;2:3,2:3,2:2,2:3,4:3,3:3,3:2,2:2,2:2,5:2,
6366468;1:3,2:3,2:2,3:2,0:2,4:3,
17093974;1:3,2:3,2:3,2:2,3:2,4:3,
12698719;1:3,2:3,2:2,2:3,2:2,4:3,3:3,
7759952;1:3,2:3,3:3,4:3,2:2,4:3,
7893521;1:3,2:3,4:3,2:3,2:3,4:3,4:3,2:3,6:3,
17830658;1:3,2:3,2:2,2:2,3:3,2:2,4:3,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,
12549982;1:3,2:3,4:3,2:2,2:2,2:2,2:2,
8017687;1:3,2:3,3:3,0:1,0:1,0:1,
9323857;1:3,2:3,2:3,2:2,2:3,2:3,2:3,
9456552;0:1,1:3,2:2,2:3,2:2,4:3,
2735258;1:3,2:3,2:2,3:3,2:2,4:3,
8719637;1:3,2:3,2:2,2:3,2:2,3:3,
6897217;1:3,2:3,2:3,2:3,3:2,3:2,4:3,5:2,6:3,2:2,2:2,2:1,4:3,2:2,4:3,4:3,5:3,5:3,5:3,5:2,5:2,2:2,2:2,2:2,2:2,2:2,5:3,5:3,0:1,4:3,5:3,4:3,4:1,5:3,0:1,
11267039;2:3,2:3,2:1,2:3,2:3,2:3,2:2,2:1,2:2,2:2,2:2,2:2,2:2,3:3,3:3,
6376439;1:3,2:3,2:2,4:3,2:2,6:1,2:1,2:1,5:2,5:1,
16055958;1:3,2:3,2:2,2:3,4:3,4:3,4:3,
18091619;1:3,2:3,4:3,3:3,4:3,4:2,4:3,
155631;2:3,3:3,2:3,2:3,2:3,2:2,2:3,4:3,6:3,
4529218;2:3,3:3,2:2,4:3,2:2,2:2,2:3,2:3,4:3,4:3,5:3,5:2,5:3,5:3,6:3,
73497240;1:3,2:3,4:2,2:2,2:2,2:3,2:3,2:2,5:3,
78208135;2:3,2:3,2:3,4:3,2:3,0:2,2:3,4:3,4:3,0:2,4:3,2:3,5:3,6:3,
4492134;1:3,2:3,3:3,5:3,4:2,4:3,
5849635;1:3,0:1,2:3,2:2,2:3,2:3,2:2,2:3,3:3,3:3,
10634837;1:3,2:3,2:3,3:3,4:3,5:3,
85516939;2:3,2:3,4:3,5:3,5:3,5:3,
7447385;2:3,2:3,3:3,2:3,2:3,4:3,
201063454;0:1,0:1,0:1,1:2,2:3,2:2,4:3,4:3,4:2,4:2,5:1,5:2,
49698542;1:3,2:3,2:3,4:3,4:2,4:2,
2370671;2:3,2:3,3:3,4:2,4:2,4:2,5:2,6:3,
5706556;1:3,2:3,4:3,2:2,3:3,4:3,
6351729;2:3,2:3,2:3,2:2,2:2,4:3,4:3,
16513158;1:3,2:3,2:3,2:2,2:2,3:3,
7439838;1:3,2:3,1:2,2:2,2:2,0:1,0:1,4:3,
14560780;1:3,2:3,2:2,2:2,2:2,2:1,
81591099;2:3,2:3,2:2,3:3,2:2,4:3,
16541365;1:3,2:3,2:3,2:3,3:3,2:2,2:2,2:2,4:3,
1691843;1:3,2:3,2:2,2:3,6:2,4:3,0:1,0:1,0:1,
11850651;2:3,2:3,2:3,2:3,2:3,4:3,
9535425;1:3,2:3,2:3,2:3,2:3,4:3,4:3,5:3,
17484667;1:3,2:2,2:3,2:2,2:2,2:2,2:2,2:2,2:2,2:2,4:3,
62881510;2:3,2:2,2:2,2:3,0:1,2:3,2:2,
49908022;0:1,0:1,0:1,0:1,4:3,5:3,
5045094;1:3,2:3,2:2,2:3,2:2,2:3,4:3,5:2,3:3,
24084016;1:3,2:3,2:2,3:3,3:2,2:3,
29150792;1:3,2:3,2:3,2:3,4:3,4:3,4:3,
19099565;2:3,2:2,3:3,2:2,4:3,2:2,5:3,2:3,2:2,3:3,2:2,4:3,2:2,3:2,4:3,
7483388;1:3,2:3,2:2,3:3,3:3,4:3,5:2,4:3,
14112245;0:1,0:1,0:1,0:1,0:1,0:1,6:3,
21377899;1:3,2:3,2:3,2:3,2:2,4:3,4:2,
1244340;1:3,2:3,2:3,2:3,2:2,2:2,4:3,
7684988;1:3,2:3,0:1,0:1,2:3,2:3,2:3,2:3,2:3,3:3,
209140424;1:3,2:3,2:2,2:2,6:1,2:2,6:3,
18223605;1:3,2:3,2:3,2:2,2:3,3:3,
3473238;1:3,2:3,3:3,2:3,4:3,5:2,4:3,
70794751;1:3,2:3,2:3,2:2,2:2,4:3,
34914614;2:3,2:3,2:3,2:2,3:3,3:3,
17381542;1:3,2:3,2:3,3:3,2:2,4:3,
74660952;1:3,2:3,2:2,0:1,2:2,2:3,4:3,
11875264;2:2,2:3,2:2,3:3,2:3,3:3,4:3,4:2,
89608813;1:3,2:3,2:3,2:2,2:2,2:2,2:3,4:3,
980170;2:3,2:3,2:3,2:2,2:3,2:2,
207958749;1:3,2:3,2:3,2:2,3:3,3:3,4:3,5:3,
54006859;1:3,2:3,2:2,2:2,2:2,2:2,2:1,
4374990;1:3,2:3,2:2,2:2,2:3,4:3,4:2,4:2,
51977521;1:3,2:3,2:2,3:3,2:2,3:3,
17804165;1:3,2:3,2:3,2:3,2:2,2:2,2:2,4:3,
4195687;1:3,2:3,2:2,2:2,3:3,4:3,2:2,4:3,3:2,3:2,4:2,
10316115;1:3,2:3,2:3,2:3,2:3,4:3,
22485872;1:3,4:3,2:3,2:3,4:3,2:2,
7975038;1:3,2:3,2:2,2:2,2:3,4:3,
600498;1:3,2:3,2:3,2:3,3:3,4:3,
8230503;1:3,2:3,2:3,2:3,2:3,2:3,4:3,
6841920;2:3,2:3,3:3,2:2,2:2,4:3,4:3,
7740270;2:1,2:1,2:3,2:3,2:2,6:3,
175326;1:3,2:3,2:2,2:2,2:2,3:3,
52960724;2:3,2:3,2:3,3:3,2:2,4:3,
13121916;1:3,2:3,2:2,2:2,2:3,4:3,
15681127;1:3,2:3,2:3,2:3,2:2,3:3,4:3,6:3,
17971861;1:3,2:3,3:3,3:2,4:3,4:3,5:3,5:2,5:2,6:3,
22823178;2:3,2:3,2:2,2:2,4:3,6:3,
51630158;0:1,0:1,0:1,0:1,0:1,6:2,
5593886;2:3,2:3,2:3,2:3,2:3,4:3,
17729000;2:3,2:3,2:3,2:3,3:3,3:3,3:3,2:3,2:2,4:3,
15443138;2:3,2:3,2:2,2:2,3:3,3:3,
8676903;1:3,2:3,2:3,2:3,6:3,3:3,4:3,
21423275;2:3,2:3,2:2,2:2,3:3,4:3,
1588876;1:3,2:3,2:2,2:2,2:3,2:3,4:3,
19329787;1:3,2:3,2:3,3:3,2:2,4:3,
17608435;1:3,2:3,2:3,2:3,2:3,2:2,3:3,3:3,
190512225;1:3,2:3,2:3,2:2,2:2,3:3,
52944792;1:3,2:3,3:3,5:2,5:2,5:2,
7130253;1:3,2:3,3:3,4:3,2:2,2:3,2:3,2:2,2:2,0:1,0:1,0:1,4:3,2:3,2:2,6:3,2:2,0:1,
9528722;2:3,2:2,2:2,2:3,4:3,2:2,4:3,
