s2orc_paper_id;year;mag_id;author_num;citation_count;reference_count;title
17319523;2011;2139599273;2;257;47;dspsr digital signal processing software for pulsar astronomy
28721358;2013;2149314830;2;13;17;acoustic measurement of a granular density of modes
2959771;2003;2150848979;2;29;25;moderate deviations of minimum contrast estimators under contamination
579438;2011;2153907050;3;4;31;do central bank independence reforms matter for inflation performance
119288480;2015;2197364638;2;39;38;the gould belt misfits survey the real solar neighborhood protostars
53386092;2016;2211251945;10;67;40;stellar parametrization from gaia rvs spectra
118601391;2013;2230767397;6;104;82;shape similarity better than semantic membership accounts for the structure of visual object representations in a population of monkey inferotemporal neurons
18331919;1985;2069518381;1;21;0;heterodyne holography applications in studies of small components
54922976;2006;2512430952;1;21;0;specifying and analysing agent based social institutions using answer set programming
119315555;2016;2530073120;2;5;55;lax integrability of the modified camassa holm equation and the concept of peakons
119206866;2017;2553697453;17;26;137;the hduv survey six lyman continuum emitter candidates at z 2 revealed by hst uv imaging
67846798;2017;2582903505;3;19;36;aspects of berry phase in qft
109926457;2017;2591564819;1;2;95;hypermagnetic knots and gravitational radiation at intermediate frequencies
119557828;2015;2593951976;3;5;3;on the relative cohen macaulay modules
43350618;2017;2594396480;18;14;64;galactic cold cores viii filament formation and evolution filament properties in context with evolutionary models
119176194;2018;2595506521;2;2;31;linear models for thin plates of polymer gels
57013158;2018;2596276444;3;13;55;the geometry of m hyperconvex domains
53414549;2017;2597499353;3;16;78;l lines c points and chern numbers understanding band structure topology using polarization fields
15040998;2017;2609225800;7;255;143;on flavourful easter eggs for new physics hunger and lepton flavour universality violation
55945462;2019;2620885640;3;22;31;gold price dynamics and the role of uncertainty
119007928;2019;2903157171;3;8;29;equivalence of models in loop quantum cosmology and group field theory
9813424;2017;2949288242;4;22;0;quantum resource estimates for computing elliptic curve discrete logarithms
118640139;2011;2951831496;4;63;59;a natural approach to extended newtonian gravity tests and predictions across astrophysical scales
122902609;2019;2955577413;2;1;27;solar flare forecasting using morphological properties of sunspot groups
118405750;2016;2962722083;3;129;24;wise photometry for 400 million sdss sources
119165950;2014;2962726479;2;2;33;the weil algebra of a hopf algebra i a noncommutative framework
18220578;1996;2962853249;3;1;0;on the nature of the blue giants in ngc 330
16579816;2008;2962856051;1;7;14;protein folding as a physical stochastic process
14212460;2016;2962944185;3;9;0;conserved quantities on asymptotically hyperbolic initial data sets
118347706;2018;2963007168;4;3;44;the kantowski sachs quantum model with stiff matter fluid
54720756;2009;2963102747;34;1036;78;atlasgal the apex telescope large area survey of the galaxy at 870 microns
119130079;2018;2963131186;2;4;10;quarter pinched einstein metrics interpolating between real and complex hyperbolic metrics
119132687;2018;2963499380;1;4;23;recollements and homological dimensions
53595417;2018;2963563838;3;0;16;convergence of an explicit iterative leap frog discontinuous galerkin method for time domain maxwell s equations in anisotropic materials
17594638;1999;2963593810;1;8;6;shuffling quantum field theory
119276707;2019;2963881966;2;0;9;on the euler characteristic of a relative hypersurface
11704758;2017;2963998718;3;12;37;resilience of core periphery networks in the case of rich club
93197647;2020;2965634322;8;0;19;on a generalisation of the skitovich darmois theorem for several linear forms on abelian groups
119302920;2019;2969279901;26;0;11;order of approximation in the central limit theorem for associated random variables and a moderate deviation result
17815072;2019;2973108355;1;0;17;minimal graphs over riemannian surfaces and harmonic diffeomorphisms
173990972;2019;2977791755;1;2;22;vortices and atoms in the maxwellian era
119356266;2020;2989904145;1;31;54;weak cosmic censorship conjecture in btz black holes with scalar fields
84842910;2020;2991619956;3;0;43;how the overlap of excluded volume determines the configurational energy landscape and thermodynamics in the one to five hard disks in a box system
202130422;2020;3000538446;4;15;119;on the supersymmetric extension of asymptotic symmetries in three spacetime dimensions
208548595;2020;3002808215;2;5;24;a novel fusion reactor with chain reactions for proton boron11
119279694;2020;3006505024;3;0;0;interior structural bifurcation of 2d symmetric incompressible flows
209324225;2020;3013421095;3;5;0;variation of canonical height and equidistribution
208527520;2020;3014885619;2;1;17;entropic locking of action complexity at cosmological singularities
15361940;1999;1996235380;4;92;25;monte carlo simulations of the disc white dwarf population
199442574;2019;2976911694;7;5;36;portable simulation framework for diffusion mri
59038744;2012;1912983829;18;65;50;hr 5907 discovery of the most rapidly rotating magnetic early b type star by the mimes collaboration
186206930;2020;3009062482;1;11;109;non topological kink scattering in a two component scalar field theory model
17184401;2013;2014640578;2;5;24;brownian computation is thermodynamically irreversible
119281134;2002;2169780835;1;29;9;ruled special lagrangian 3 folds in c3
55064165;2018;2963377754;1;23;13;comparison between w2 distance and ḣ 1 norm and localization of wasserstein distance
6419564;1991;2142276690;3;746;29;structures for additive pulse mode locking
46048980;2011;2116513663;15;135;28;data reduction pipeline for the hi gal survey
119449377;2018;2788771226;1;5;42;conditions for defocusing around more general metrics in infinite derivative gravity
119275264;2018;2963884790;2;5;191;a new diagnostic diagram of ionization sources for high redshift emission line galaxies
118822383;1988;1551207815;2;28;0;a synthetic peptide corresponding to the c terminal 25 residues of phage ms2 coded lysis protein dissipates the protonmotive force in escherichia coli membrane vesicles by generating hydrophilic pores
119337133;2018;2808631297;6;18;68;the nitrogen isotopic ratio of hc3n towards the l1544 prestellar core
119262470;2012;1839713970;4;125;71;coplanar streams pancakes and angular momentum exchange in high z disc galaxies
4798542;2018;2571624366;4;9;13;nesterov s smoothing technique and minimizing differences of convex functions for hierarchical clustering
44591515;2017;2615139385;3;14;60;a model of adaptive decision making from representation of information environment by quantum fields
119711964;2012;2965594286;1;8;18;local trace formulae and scaling asymptotics for general quantized hamiltonian flows
116485664;2017;2519129141;2;105;26;distributed nash equilibrium seeking for aggregative games with coupled constraints
119369504;2018;2951927877;8;16;83;nonperturbative strange quark sea from lattice qcd light front holography and meson baryon fluctuation models
118380112;2013;2788385467;3;16;44;higgs decays to γ l l in the standard model
2601703;2008;1941104376;2;167;41;hox chemistry during intex a 2004 observation model calculation and comparison with previous studies
919535;2012;2962864161;2;8;39;the spectrum of schrodinger operators and hodge laplacians on conformally cusp manifolds
2849175;2013;2115557450;2;6;10;the turan number of sparse spanning graphs
56102203;2006;2168072079;3;32;13;renormalized powers of quantum white noise
208075802;2020;2999333235;2;2;150;norms and scalar products for ads 3
204734556;2019;2980665101;3;6;67;small scale clustering of nano dust grains in supersonic turbulence
46818267;2017;2558018685;5;4;37;effect of scattering on coherent anti stokes raman scattering cars signals
119436091;2020;3015783834;6;0;50;artificial neural networks for selection of pulsar candidates from radio continuum surveys
119731656;2014;2963385596;3;8;32;on conformal powers of the dirac operator on einstein manifolds
119096212;2019;2920339386;4;22;91;transverse kinematics of the galactic bar bulge from vvv and gaia
119108464;2019;2910296233;1;18;62;multiphase gas in the circumgalactic medium relative role of tcool tff and density fluctuations
2347472;2017;2620282772;5;3;11;air density dependence of the response of the ptw sourcecheck 4pi ionization chamber for 125i brachytherapy seeds
119312521;2019;3007146106;9;4;0;the number of representations by a ternary sum of triangular numbers
17169132;2015;2046132104;3;174;38;identifiability of the unrooted species tree topology under the coalescent model with time reversible substitution processes site specific rate variation and invariable sites
73612683;2014;2059125862;3;4;35;the cosmological constant as an eigenvalue of a sturm liouville problem
15254945;2015;2557017407;5;13;78;multiwavelength observations of a slow rise multistep x1 6 flare and the associated eruption
115155570;2008;1955202834;2;2;29;instability of standing waves to the inhomogeneous nonlinear schrodinger equation with harmonic potential
54873136;2013;2082935065;3;4;3;objectively measuring signal detectability contrast blur and noise in medical images using channelized joint observers
122815410;2017;2963772730;2;28;53;characterization of the equivalence of robustification and regularization in linear and matrix regression
19082709;2010;2035630188;3;19;42;on the topological derivative due to kink of a crack with non penetration anti plane model
119314781;2013;2110209201;2;0;33;spin k 2 spin k 2 su 2 two point functions on the torus
119075674;2007;2134007284;6;16;25;anisotropic quaternion carnot groups geometric analysis and green function
119163756;2018;2800126799;3;62;71;higher spin superfield interactions with the chiral supermultiplet conserved supercurrents and cubic vertices
17102106;2009;2125942399;2;3;3;on equilibrium charge distribution above dielectric surface
14120743;2009;2954034793;2;0;0;horizons and plane waves a review
38235437;2006;1999334000;2;442;57;microsatellite markers spanning the apple malus x domestica borkh genome
119238531;2017;2963159316;2;4;28;effect of small floating disks on the propagation of gravity waves
15056670;2011;1618946446;10;1;0;correction to droplet nucleation physically based parameterizations and comparative evaluation
13952386;2001;2950018400;4;6;11;the imprint of presupernova evolution on supernova remnants
51877955;2018;2732694967;5;15;44;a dns study of closure relations for convection flux term in transport equation for mean reaction rate in turbulent flow
13996987;1994;2058149652;3;9;20;static properties of quarl solitons
119239834;2017;2550412227;1;11;55;thermal x ray emission from massive fast rotating highly magnetized white dwarfs
7534356;2011;2593767707;6;19;19;physics of solar neutron production questionable detection of neutrons from the 31 december 2007 flare
121678522;2015;2053463136;4;10;59;science lives school choices and natural tendencies
10042854;2012;2088137664;1;12;39;the associations between el nino southern oscillation and tropical south american climate in a regional climate model
195657869;2011;2005859076;1;19;17;design optimization and evaluation of integrally stiffened al 7050 panel with curved stiffeners
55289661;2008;1773242871;6;12;90;tracing the gas at redshift 1 7 3 5 with the lyα forest the flo approach
115130636;2019;2890678791;15;40;211;early and late stage mergers among main sequence and starburst galaxies at 0 2 z 2
195069182;2019;2949423544;4;7;61;characterizing dynamical stages of open clusters located in the sagittarius spiral arm
40795435;2011;2128623233;2;24;28;barriers and facilitators to walking and physical activity among american indian elders
118811681;2018;2609817728;3;8;31;cosmic rays near proxima centauri b
44719735;2016;2339466379;3;7;41;valuing water resources in switzerland using a hedonic price model
9443166;2009;1510013667;4;18;89;supersymmetric dark matter and lepton flavor violation
59170889;2016;2282383487;1;0;15;spherical harmonics positive and negative integer representations of for and
51729295;2015;1850247326;10;28;77;the evolution of a jet ejection of the ultraluminous x ray source holmberg ii x 1
122455548;1981;2132290287;2;84;16;a comparison of radiative transfer models for predicting the microwave emission from soils
118306110;2011;2793808844;492;1;0;anisotropy and chemical compositionof ultra high energy cosmic rays usingarrival directions measured by thepierre auger observatory
202889265;2020;3002708031;7;3;133;multiwavelength consensus of large scale linear bias
18513227;1997;1479752414;1;4;13;circumstellar molecular spectra towards evolved stars
119262440;2011;1855126038;5;11;74;hubble space telescope survey of the perseus cluster iii the effect of local environment on dwarf galaxies
15407551;1997;1903161275;2;175;16;the paradox of the expected time until the next earthquake
119246191;2015;1919286449;2;62;60;relationship between star formation rate and black hole accretion at z 2 the different contributions in quiescent normal and starburst galaxies
119161387;2012;1944275994;5;0;38;the missing compact star of sn1987a a solid quark star
118413752;2005;1964484702;8;3;16;regular functions on the shilov boundary
15634518;2005;1968289998;2;32;49;positivity of energy for asymptotically locally ads spacetimes
15013857;2009;1973734747;2;3;2;a dsm proof of surjectivity of monotone nonlinear mappings
17860431;2003;1991674934;3;7;34;dense antihydrogen its production and storage to envision antimatter propulsion
16071601;2010;1992352785;1;1;40;slow decay of gibbs measures with heavy tails
53457890;2014;1996351766;3;21;8;phase transition of a heat equation with robin s boundary conditions and exclusion process
18729584;1979;1997637693;1;60;25;a model for the stochastic origins of schrodinger s equation
18713387;2013;2000546520;7;54;58;unveiling the nature of the unidentified gamma ray sources v analysis of the radio candidates with the kernel density estimation
6821579;1997;2006311456;3;52;55;cold hot and cold dark matter cosmologies analysis of numerical simulations
119285651;2010;2012835304;2;234;43;meso scale approach to modelling the fracture process zone of concrete subjected to uniaxial tension
11646764;2002;2013106529;2;8;1;the spontaneous generation of magnetic and chromomagnetic fields at high temperature in the standard model
2013455;2011;2014223029;2;2;26;on the chaotic flux dynamics in a long josephson junction
15162953;2007;2019220573;3;23;28;on the number of eigenvalues of a model operator associated to a system of three particles on lattices
6182764;1997;2019321376;1;104;15;almost periodic solutions of first and second order cauchy problems
6455117;2010;2020938661;1;3;27;bayesian inference based on stationary fokker planck sampling
2712654;2007;2031179681;1;33;28;on the slow roll expansion for brane inflation
119143388;2009;2031622811;3;99;39;moment matrices and multi component kp with applications to random matrix theory
14541314;1996;2032845668;3;158;40;low energy analysis of m and f theories on calabi yau threefolds
6936341;2008;2039247306;3;80;67;detection of the transverse proximity effect radiative feedback from bright qsos
8274876;2014;2046132425;3;4;0;flow on sweeping networks
119127694;2015;2047990248;3;2;54;a stable self similar singularity of evaporating drops ellipsoidal collapse to a point
13872387;2001;2059225669;1;84;43;photon collider at tesla
693014;2000;2063794172;64;1;0;universality classes for the ricepile model with absorbing properties
16568720;2010;2082309150;3;8;52;truncating first order dyson schwinger equations in coulomb gauge yang mills theory
118830129;2011;2094575668;1;230;103;accelerating compact object mergers in triple systems with the kozai resonance a mechanism for prompt type ia supernovae gamma ray bursts and other exotica
16462794;2000;2097199190;3;7;25;deuterium to hydrogen towards qso 1009 2956 from a mesoturbulent model
14169689;2004;2098931725;2;16;83;nuclear stellar populations in the infrared space observatory atlas of bright spiral galaxies
14977730;2006;2104187975;2;106;43;comparing the quantification of forster resonance energy transfer measurement accuracies based on intensity spectral and lifetime imaging
53486489;2015;2112676545;6;60;55;on the definition of entanglement entropy in lattice gauge theories
14427857;1998;2116177504;2;16;5;depth hoar growth rates near a rocky outcrop
118375971;2011;2128384241;12;9;16;electrode level monte carlo model of radiation damage effects on astronomical ccds
119747040;2017;2155771357;4;0;17;a e convergence and 2 weight inequalities for poisson laguerre semigroups
16492030;2006;2155831136;2;109;22;spectroscopic analysis of southern b and be stars
18023756;2000;2157620867;6;4;2;black hole to bulge mass correlation in active galactic nuclei a test for the simple unified formation scheme
7728071;2003;2165923712;2;341;35;proof of security of quantum key distribution with two way classical communications
13885038;2012;2167182504;3;13;93;unlocking the secrets of stellar haloes using combined star counts and surface photometry
119134572;2016;2169047718;2;2;19;dynamics of optimal partial transport
53960075;2017;2245814237;2;233;32;an algebraic approach to the analytic bootstrap
119306945;2018;2539776746;72;33;23;kirwan surjectivity for quiver varieties
49479532;2012;2599824257;4;0;0;three dimensional oblique water entry problems at small deadrise angles
119095313;2017;2609262944;4;5;39;trapping in bottlenecks interplay between microscopic dynamics and large scale effects
118644377;2018;2625583653;1;3;0;nonlinear stark wannier equation
15320358;2018;2890477903;1;7;47;network structure and the journey to work an intra metropolitan analysis
119102728;1999;2943433221;4;6;0;are neutrinos dirac or majorana particles
18095802;2004;2949503888;4;30;11;bound and scattering states of extended calogero model with an additional pt invariant interaction
3159296;2004;2949507147;5;20;1;a gravity dual of chiral symmetry breaking
119241295;2011;2950493116;3;155;34;negative x ray reverberation time delays from mcg 6 30 15 and mrk 766
15854563;1994;2950726516;2;62;13;dimensional reduction in non supersymmetric theories
17086269;1994;2952373509;2;193;21;instanton induced large n phase transitions in two and four dimensional qcd
8867204;2000;2952559203;3;50;67;photoionization of galactic halo gas by old supernova remnants
5950447;2005;2962694509;3;0;1;are radio pulsars progenitors of axps and sgrs
222066;2007;2962785534;3;28;2;citation environment of angewandte chemie
46961235;2015;2963022167;3;39;67;bifid throats for axion monodromy inflation
62831163;2016;2963142146;2;0;29;scientific return of a lunar elevator
118531625;2017;2963154732;3;1;45;three baryon interaction generated by determinant interaction of quarks
118860452;2015;2963236842;7;5;57;interplay between heartbeat oscillations and wind outflow in microquasar igr j17091 3624
119004584;2013;2963269351;1;21;0;on the regularity of the solution map of the incompressible euler equation
118651531;2004;2963300170;1;64;29;submanifolds with harmonic mean curvature vector field in contact 3 manifolds
119132206;2016;2963373434;1;0;21;pucci eigenvalues on geodesic balls
118314433;2016;2963474810;1;0;0;pure state n representability in current spin density functional theory
15779036;1996;2963518768;3;52;3;model neutron star atmospheres with low magnetic fields 1 atmospheres in radiative equilibrium
117034402;2015;2963641739;3;96;164;neutrino and cosmic ray emission and cumulative background from radiatively inefficient accretion flows in low luminosity active galactic nuclei
49214905;2018;2963646947;3;1;0;average mixing matrix of trees
119642876;2016;2963703701;3;1;0;inhomogeneous first passage percolation
119162144;2016;2963726323;3;4;17;on the arithmetic of density
119310943;2013;2963871778;3;1;12;mathematical analysis of a model for moon triggered clumping in saturn s rings
118310770;2016;2964110563;1;12;33;determination of normalized electric eigenfields in microwave cavities with sharp edges
119593994;2013;2964146255;1;8;32;the moment guided monte carlo method for the boltzmann equation
11481180;2017;2964199335;2;0;19;fermi s paradox extraterrestrial life and the future of humanity a bayesian analysis
55830354;2018;2964254008;1;14;11;circular coloring of signed graphs
122655135;2019;2974328128;3;0;0;magnetic field evolves to gravity field part 1 repulsion
198147499;2019;2981225465;5;7;91;from minkowski to de sitter in multifield no scale models
119706875;2019;2990319876;3;3;0;bounded ranks and diophantine error terms
189927777;2019;2993995949;8;5;1;exploring the properties of warm and cold atomic hydrogen in the taurus and gemini regions
198968020;2019;3000106165;6;0;0;on the tev halo fraction in gamma ray bright pulsar wind nebulae
202660927;2020;3005891306;2;0;0;rumsey s reaction concept generalized
211506998;2020;3008636941;6;0;47;optical characterisation of micro fabricated fresnel zone plates for atomic waveguides
204401800;2020;3016472476;3;1;0;a fundamental upper bound for signal to noise ratio of quantum detectors
208158380;2020;3018842261;3;2;0;busemann functions and semi infinite o connell yor polymers
53698236;2013;2597987589;2;4;0;the influence of nonpolar lipids on tear film dynamics
236404;2001;2079872195;3;198;58;feedback from galaxy formation production and photodissociation of primordial h2
14684552;2014;2238835347;4;11;44;bayesian unconditional quantile regression an analysis of recent expansions in wage structure and earnings inequality in the us 1992 2009
15881963;2019;2980425835;2;0;22;upper bounds on the sizes of variable strength covering arrays using the lovasz local lemma
15233520;2009;2128649284;2;28;43;intercomparison of homogenization techniques for precipitation data continued comparison of two recent bayesian change point models
27841248;2014;2147091048;4;28;76;low energy electrons 5 50 kev in the inner magnetosphere
10053453;2008;2074682657;9;271;53;metabolism of the viable mammalian embryo quietness revisited
18185589;1999;2241579701;3;0;0;the central region of the fornax cluster 3 dwarf galaxies globular clusters and cd halo are there interrelations
119249163;2020;2982410151;6;0;28;a spectral approach for solving the nonclassical transport equation
54491983;2019;2926307803;3;1;47;sleep deprivation and physiological responses a case report
18517058;1998;1484402935;1;77;23;concept of experimental accuracy and simultaneous measurements of position and momentum
119265695;2009;2085476359;2;123;69;microlensing based estimate of the mass fraction in compact objects in lens galaxies
17306969;2010;1995438696;2;67;37;small atwood number rayleigh taylor experiments
6987134;2004;1931848624;5;67;38;sensitivity of the c and o production on the 3α rate
11893218;2012;2142926469;2;22;43;face to face interference in typical and atypical development
119245140;2011;2950416099;3;5;49;very high energy γ ray emission from passive supermassive black holes constraints for ngc 1399
119196201;2019;2896754736;1;3;73;a coalescence criterion for porous single crystals
2524327;1998;1496931554;6;20;30;commuting in multi nodal urban systems an empirical comparison of three alternative models
51061423;2018;2964210765;13;5;18;peps towards extreme scale simulations of strongly correlated quantum many particle models on sunway taihulight
208512872;2020;2991180366;2;3;69;color dipole picture and extracting the ratio of structure functions at small x
119262810;2012;1877010072;3;142;126;identifying local group field galaxies that have interacted with the milky way
4474854;2017;2621040022;3;15;6;output only parameter identification of a colored noise driven van der pol oscillator thermoacoustic instabilities as an example
211068902;2020;3015460624;2;9;29;greybody factor and sparsity of hawking radiation from a charged spherical black hole with scalar hair
119225597;2013;2962901397;4;13;57;abjm wilson loops in the fermi gas approach
17594773;2010;2950529116;3;30;31;segmentation algorithm for non stationary compound poisson processes with an application to inventory time series of market members in a financial market
119034970;2018;2811501416;2;26;176;bouncing cosmological solutions from f mathsf r t f r t gravity
54839675;2012;1867644627;4;36;68;the tully fisher relation for 25 000 sloan digital sky survey galaxies as a function of environment
119170184;2008;2042767163;6;127;48;evidence of short lived sn ia progenitors
119528020;2014;1999980789;1;28;63;a comprehensive analysis of cxcl12 isoforms in breast cancer1 2
53279433;2007;2019852188;2;90;41;vapc 1 of nontypeable haemophilus influenzae is a ribonuclease
56218704;2015;385568633;44;166;54;the nanograv nine year data set observations arrival time measurements and analysis of 37 millisecond pulsars
12674403;2017;2964112907;2;2;33;rigidity theorems for complete sasakian manifolds with constant pseudo hermitian scalar curvature
9948487;2012;2010009053;2;1;61;on stability of difference schemes central schemes for hyperbolic conservation laws with source terms
119253144;2010;1835331457;3;52;35;abundance analyses of helium rich subluminous b stars
15298984;2005;2005980864;1;305;70;the luminosity dependence of the type 1 active galactic nucleus fraction
16988380;2006;2233138682;4;0;40;1superpotentials frommulti instanton calculus
119083736;2017;2584298594;3;6;47;neutron stars including the effects of chaotic magnetic fields and anomalous magnetic moments
14109864;2017;2605368052;5;2;42;accelerating gravitational microlensing simulations using the xeon phi coprocessor
59520203;2018;2765702364;1;4;38;ground state of an exciton in a three dimensional parabolic quantum dot convergent perturbative calculation
118585644;1988;2977450803;6;0;0;some remarks on safety in conflict theory
118631121;2012;2124895802;1;150;42;three dimensional temperature mapping of solar photospheric fine structure using ca ii h filtergrams
34542127;2014;2963429925;4;0;0;an analytical model for the 0 33 7 85 micron transmission spectrum of hd189733b effect of stellar spots
118975283;2015;1595103815;3;6;38;chiral 2d strange metals from mathcal n 4 sym
119028233;2019;2736267106;35;17;93;the sophie search for northern extrasolar planets
73545644;2010;2028703465;2;32;48;observation of the multifractal spectrum in solar wind turbulence by ulysses at high latitudes
119288225;2018;2784646943;18;10;101;a gravitationally lensed quasar discovered in ogle
135464903;2019;2940820512;2;10;83;polar alignment of a protoplanetary disc around an eccentric binary iii effect of disc mass
89605920;2013;2092239985;196;142;107;planck intermediate results xi the gas content of dark matter halos the sunyaev zeldovich stellar mass relation for locally brightest galaxies
15050717;2011;2949621537;4;99;82;affine sl n conformal blocks from mathcal n 2 su n gauge theories
117979687;2012;2057755506;2;17;49;the puzzle of the π γ γ transition form factor
118413586;2014;2062321472;2;5;45;effects of node position on diffusion and trapping efficiency for random walks on fractal scale free trees
17400054;2008;2098152546;3;6;22;modelling ultrafine structure in dark matter haloes
119283371;2019;2964351239;7;3;18;saturation of berge hypergraphs
15916562;1997;2963986609;4;3;1;on the feasibility of low background ge nai spectrometer for neutrino magnetic moment measurement
73709023;2013;1912782940;4;6;26;spectral properties of a 2d scalar wave equation with 1d periodic coefficients application to shear horizontal elastic waves
16921189;2016;2346282904;2;0;0;heisenberg model analysis on inelastic powder neutron scattering data using pure and k doped bamn2as2 samples
207863683;2020;2985434703;8;1;227;vis3cos iii environmental effects on the star formation histories of galaxies at z 0 8 seen in oii hδ and dn4000
25038937;2010;2096086366;2;435;39;a thermochemical study of ceria exploiting an old material for new modes of energy conversion and co2 mitigation
17839052;2018;2804709598;2;0;64;probing cosmic velocity density correlations with galaxy luminosity modulations
5508633;2002;2073574001;3;3;31;schematic model for qcd at finite temperature
15613927;2016;2745655016;3;2;0;mif is necessary for late stage melanoma patient mdsc immune suppression and differentiation
34954868;2000;2058593469;15;781;67;the nature of ultraluminous compact x ray sources in nearby spiral galaxies
17382208;2014;1973458549;3;94;104;a review of radio channel models for body centric communications
2589961;2014;2033047188;4;10;55;an asymptotic theory for waves guided by diffraction gratings or along microstructured surfaces
119465039;2020;2898981697;12;13;209;weak lensing reveals a tight connection between dark matter halo mass and the distribution of stellar mass in massive galaxies
17235609;2016;2578655562;2;9;22;impacts of incentive based intervention on peak period traffic experience from the netherlands
54739648;2017;2623629899;3;9;114;whether lyra s manifold itself is ahidden source of dark energy
67837692;2018;2781500714;2;24;112;21cmmc with a 3d light cone the impact of the co evolution approximation on the astrophysics of reionization and cosmic dawn
119205565;2019;2963317049;2;2;64;mutual transitions between stationary and moving dissipative solitons
31066390;2004;2099511314;8;53;33;causal inheritance in plane wave quotients
17642539;2006;1965225515;2;29;41;a d brane inspired u 3 c u 3 l u 3 r model
198147777;2020;2963133234;1;2;9;elastic interactions of fe adatoms on cu 111 at the mesoscale
212747987;2020;3011249624;6;2;77;all sky angular power spectrum i estimating brightness temperature fluctuations using the 150 mhz tgss survey
202541148;2020;3002841327;2;3;35;computing an orthonormal basis of symmetric or antisymmetric hyperspherical harmonics
182952628;2019;2975304217;6;4;43;non perturbative determination of improvement coefficients b_ mathrm m and b_ mathrm a b_ mathrm p and normalisation factor z_ mathrm m z_ mathrm p z_ mathrm a with n_ mathrm f 3 wilson fermions
119288484;2014;2255819705;12;17;34;new determination of the d0 k π π0 and d0 k π π π coherence factors and average strong phase differences
118687300;2006;1527910714;4;21;32;spurious regression under broken trend stationarity
15588253;1994;1576736252;2;1;1;recalculation of w and z radiative corrections and a top quark mass estimate
17427606;2001;1583389425;2;2;15;the frozen field approximation and the ginzburg landau equations of superconductivity
11734109;2000;1595576483;3;14;45;stationarity and redundancy of multichannel eeg data recorded during generalized tonic clonic seizures
118644812;2012;1600748762;1;10;62;the q t gaussian process
14372004;2012;1607857035;2;6;2;state space for planar majorana zero modes
810391;2008;1633260984;2;0;0;remanence and switching sensitivity in nanodot magnetic arrays
