s2orc_paper_id;year;mag_id;author_num;citation_count;reference_count;title
13080740;2020;3014979169;5;0;16;the super tree property at the successor of a singular
210165944;2020;3028436299;10;0;9;congruences for coefficients of modular functions in levels 3 5 and 7 with poles at 0
53516695;2012;2604983075;3;0;0;molecular dynamics simulations of oscillatory couette flows with slip boundary conditions
9959026;1987;2087335960;2;169;24;competition risk neutrality and loan commitments
2855848;1981;2056980715;2;0;0;appraisal of the quality of ground waters in the arid zone of rajasthan and kutch
3830696;2005;1985071767;3;7;9;a distributed clustering method for hierarchical routing in large scaled wavelength routed networks
16665989;2013;2169505290;3;34;73;bayesian selection of nucleotide substitution models and their site assignments
25344155;2009;1007701637;8;0;0;levels of plasma homocysteine in pseudoexfoliation glaucoma
16450964;2017;2253119352;2;98;47;new formulation and strong misocp relaxations for ac optimal transmission switching problem
208526488;2016;2147000782;10;5;27;occupancy and abundance of large macaws in the beni savannahs bolivia
212971;2009;2133920106;11;13;58;a quantitative exploration of the golden age of european growth
54905215;2011;2144429412;2;8;19;controlling factors of benthic macroinvertebrates distribution in a small tropical pond lateral to the paranapanema river sao paulo brazil
41206100;2004;2059411043;13;2018;63;pten activation contributes to tumor inhibition by trastuzumab and loss of pten predicts trastuzumab resistance in patients
55139980;2014;1964991571;6;12;54;environmental integrity and damselfly species composition in amazonian streams at the arc of deforestation region mato grosso brazil
8112868;2007;1993190166;9;124;51;regulation of stress induced intracellular sorting and chaperone function of hsp27 hspb1 in mammalian cells
52945037;2019;2896390128;1;1;67;a mechanism of synaptic clock underlying subjective time perception
54174159;2015;1980535542;4;24;57;propane simulated in silica pores adsorption isotherms molecular structure and mobility
85068709;1999;2063083621;5;20;5;impact of dolomite lime on the ground vegetation and on potential net n transformations in norway spruce picea abies l karst and sessile oak quercus petraea matt lieb stands in the belgian ardenne
3039150;2008;2026890848;1;67;28;rapid urbanization and implications for flood risk management in hinterland of the pearl river delta china the foshan study
18266248;2013;571227616;3;8;27;fenugreek seed extract treats peripheral neuropathy in pyridoxine induced neuropathic mice
58940091;2010;2025237473;12;21;41;formation of a sodium ring in mercury s magnetosphere
2818133;2020;3005401190;5;25;64;eml net an expandable multi layer network for saliency prediction
1216155;1997;2928295237;5;1;0;model scenarios for evolution of the eukaryotic cell cycle
18791575;2015;2034115303;3;120;76;pollen and nectar quality drive the major and minor floral choices of bumble bees
55636497;2017;2606505045;4;1;0;the effect of competitive advantage and human advantage on industrial competitive strategy case study smis in gorontalo province
52842534;2008;2076387274;4;13;86;revisiting b πk πk and ρk decays cp violations and implication for new physics
29750698;2010;2141376701;3;119;30;bayesian adaptive randomization designs for targeted agent development
13004222;2020;2985956590;1;3;48;abundance and group coalescence time scales of compact groups of galaxies in the eagle simulation
21792384;2016;2270556076;5;16;21;comparison of porcine thorax to gelatine blocks for wound ballistics studies
14839843;2006;2118507940;6;86;46;supersymmetric extensions of schrodinger invariance
1200206;2014;2003375498;6;5;62;a systems model of phosphorylation for inflammatory signaling events
11936379;2019;2583136617;8;5;38;the scj small parsimony problem for weighted gene adjacencies
82019242;2008;2577578348;6;3;1;content of chemical elements in soils and grassland vegetation in southern part of gryfinski polder within lower odra valley landscape park cheminių elementų koncentracijos gryfinski polderio pietinės dalies žemutinės odros slėnio krastovaizdžio draustinio dirvožemiuose ir pievų augalijoje
18080531;2012;1843395103;6;1;0;type 1 low z agn i emission properties
17470108;2003;1969197809;2;159;29;costly traumatic insemination and a female counter adaptation in bed bugs
9109962;2007;2003907141;2;110;44;invasion and adaptive evolution for individual based spatially structured populations
12976076;2012;2010989358;10;10;22;cognitive network structure an experimental study
41655132;2010;2036135416;3;31;24;atomic decomposition and interpolation for hardy spaces of noncommutative martingales
85240646;2015;2044021714;8;7;53;do real balance effects invalidate the taylor principle in closed and open economies
10944854;2009;2060414131;10;51;63;deformation techniques for sparse systems
42138945;2012;2106174959;2;6;28;on the spherically symmetric einstein yang mills higgs equations in bondi coordinates
6511783;2009;2135889103;5;42;18;reconstructing spatiotemporal gene expression data from partial observations
859549;2015;2136106887;10;18;27;the cyclic block conditional gradient method for convex optimization problems
18356751;2014;2158301184;4;4;12;determination of carbon footprint using lca method for straight used cooking oil as a fuel in hgvs
22127599;2017;2547363423;8;51;51;euler type equations and commutators in singular and hyperbolic limits of kinetic cucker smale models
55735140;2016;2978843509;4;0;0;counting the relative number of hydrogen bonds in several alcohol co solvated systems via gromacs
16317388;2017;2592760815;8;0;23;survey on essential and accidental real time issues in software engineering
85235621;2012;2117908325;1;57;33;three dimensional oblique water entry problems at small deadrise angles
16163687;1999;2584638120;8;16;0;on quantum algorithms for noncommutative hidden subgroups
15667151;2018;2803432986;2;16;42;a novel algorithm for segmentation of leukocytes in peripheral blood
73455248;2019;2808888682;7;2;0;bnsp an r package for fitting bayesian semiparametric regression models and variable selection
44182571;2019;2889019176;13;0;9;on some root multiplicities for nichols algebras of diagonal type over arbitrary fields
14095229;2017;2963484807;3;2;23;resampling an improvement of importance sampling in varying population size models
2871303;2018;2963982425;2;5;47;interpolation on symmetric spaces via the generalized polar decomposition
155930153;2016;2964056049;5;7;39;new fast divide and conquer algorithms for the symmetric tridiagonal eigenvalue problem
21486028;2020;3010865538;3;2;44;the cauchy riemann strain functional for legendrian curves in the 3 sphere
86846039;2020;3011044443;8;1;0;a higher order maximum principle for impulsive optimal control problems
55779898;2020;3021336616;5;2;32;the two sample problem via relative belief ratio
16612363;2020;3022953487;4;24;59;physics guided convolutional neural network phycnn for data driven seismic response modeling
85730989;2006;2091819582;2;0;22;edgeworth and lindahl foley equilibria of a general equilibrium model with private provision of pure public goods
8349745;2007;2097531812;6;16;21;on several two boundary problems for a particular class of levy processes
88721688;2011;2529454049;8;9;42;bird communities of the lower waria valley morobe province papua new guinea a comparison between habitat types
1911481;2005;1963886393;4;68;23;criterion for the lp dissipativity of second order differential operators with complex coefficients
20768690;1995;2519897196;2;0;0;functional significance of varicies in the muricid gastropod ceratostoma foliatum
17306969;2010;1995438696;2;67;37;small atwood number rayleigh taylor experiments
196629749;2005;2085708372;5;356;37;combined evidence annotation of transposable elements in genome sequences
54465052;2014;2006722523;16;14;36;on characteristic lengths used in notch fracture mechanics
7908246;2002;2143857994;3;15;56;computationally intensive econometrics using a distributed matrix programming language
82210731;2004;2138445791;6;129;53;genome redundancy and plasticity within ancient and recent brassica crop species
195439999;2015;1557624408;6;8;11;3d super resolved in vitro multiphoton microscopy by saturation of excitation
1797031;2008;2030942451;7;32;17;quenched non equilibrium central limit theorem for a tagged particle in the exclusion process with bond disorder
13020169;2004;2020184186;3;68;47;identification of lineage specific zygotic transcripts in early caenorhabditis elegans embryos
1465416;2017;2550402943;1;17;132;hunting for eclipses high speed observations of cataclysmic variables
139104644;2016;2258233875;8;1;25;turkish adaptation of the fear of spiders questionnaire reliability and validity in non clinical samples
1387309;2014;1528389080;6;0;0;assessment of diet and physical activity of brazilian schoolchildren usability testing of a web based questionnaire 1022 11
51935893;2004;1977638451;5;11;92;horizontal symmetry in higgs sector of gut with u 1 a symmetry
82219803;2013;1971942877;3;5;26;effects of supplemental lighting to a lower leaf using light emitting diodes with different spectra on the leaf photosynthetic rate in sweet pepper
25386675;1995;1988582839;4;75;0;ribosomal internal transcribed spacer sequences are identical among mycobacterium avium intracellulare complex isolates from aids patients but vary among isolates from elderly pulmonary disease patients
31754689;2015;2038099824;8;29;30;registries in orthopaedics
59337907;2019;2972485811;7;9;73;reproductive pattern and population dynamics of commercial red swamp crayfish procambarus clarkii from china implications for sustainable aquaculture management
22102625;1992;2008814202;11;6;13;difficulties in localization and treatment of insulinomas in type 1 multiple endocrine adenomatosis mea
206365753;2017;2587999907;5;4;40;the influence of patellar tendon and muscle tendon unit stiffness on quadriceps explosive strength in man
24284398;2016;2225606400;2;2;15;splitting theorems for pro p groups acting on pro p trees
4835859;2017;2759345302;1;2;50;year round algal toxin exposure in free ranging sea lions
84055181;2015;1846461096;5;2;0;cover crops and straw management on yield components of crambe culturas de cobertura e manejo da palhada sobre os componentes de producao de crambe
22816398;2018;2962772482;3;1223;91;a survey of methods for explaining black box models
32064172;1973;1978384008;1;216;0;low resistance junctions in crayfish ii structural details and further evidence for intercellular channels by freeze fracture and negative staining
25038937;2010;2096086366;2;435;39;a thermochemical study of ceria exploiting an old material for new modes of energy conversion and co2 mitigation
159040754;2019;2985143759;3;1;39;the stabilization of equilibria in evolutionary game dynamics through mutation mutation limits in evolutionary games
13602417;2005;2115637469;4;28;57;influence of reduced carbon emissions and oxidation on the distribution of atmospheric co2 implications for inversion analyses
5239646;2014;2030795241;4;9;55;the synergistic effect of 1 acetoxychavicol acetate and sodium butyrate on the death of human hepatocellular carcinoma cells
3201726;2006;2056464302;6;167;46;on bifractional brownian motion
12632778;2003;101718208;5;0;0;blind separation of jointly stationary correlated sources
1622283;2014;2026822123;2;7;42;depression and family interaction among low income predominantly hispanic cancer patients a longitudinal analysis
76665903;2005;1568054587;7;30;46;radiometer design analysis based upon measurement uncertainty
19968193;2009;2138025056;11;57;87;a rapid transcriptional activation is induced by the dormancy breaking chemical hydrogen cyanamide in kiwifruit actinidia deliciosa buds
92454923;2012;2155799639;4;58;28;machinery investment decision and off farm employment in rural china
10344844;2015;1508514148;4;6;17;an example of an automatic graph of intermediate growth
9304055;2012;1508593315;2;7;57;structural drift the population dynamics of sequential learning
148570384;2005;2592774493;9;3;0;new improvements of davies murphy cryptanalysis
11734109;2000;1595576483;3;14;45;stationarity and redundancy of multichannel eeg data recorded during generalized tonic clonic seizures
16593216;2016;1628324013;5;10;47;using genetic data to estimate diffusion rates in heterogeneous landscapes
3703408;2011;1809896582;4;108;95;the type iip sn 2007od in ugc 12846 from a bright maximum to dust formation in the nebular phase
13962954;2017;1911223732;6;22;27;reconstructing phylogenetic level 1 networks from nondense binet and trinet sets
55257501;1998;1965577569;3;68;19;metallization of fluid hydrogen
2275698;2013;1988752714;4;20;24;bundling competition and quality investment a welfare analysis
15202467;2012;1995260456;12;4;11;the solubility of indium in liquid gallium supercooled to 12 k
9398879;2015;1998689776;2;10;13;tree like reticulation networks when do tree like distances also support reticulate evolution
92376868;2007;1999060698;4;31;13;further evidence for formation of a narrow baryon resonance with positive strangeness in k collisions with xe nuclei
18902472;2011;2081639575;4;27;71;side chain conformational changes upon protein protein association
14272458;2006;2110142351;1;25;25;fundamental problems in provable security and cryptography
86330933;2012;2114235954;4;9;10;modelling the efficiency of a drainage gallery work for a large landslide with respect to hydrogeological heterogeneity
14264547;2010;2131567208;7;10;27;topological dynamics of the weil petersson geodesic flow
4630525;2009;2139147014;3;12;34;semiparametric multivariate density estimation for positive data using copulas
8705649;2007;2154788577;6;73;12;rational ignorance and voting behavior
14900698;2003;2168275195;2;206;27;dna looping and physical constraints on transcription regulation
3689989;2016;2252324212;5;10;49;a new correlation clustering method for cancer mutation analysis
89705137;2016;2282586302;5;2;65;fast multilevel solvers for a class of discrete fourth order parabolic problems
155403036;2017;2336436003;3;12;39;stable exponential random graph models with non parametric components for large dense networks
92076125;2016;2462975976;2;3;46;an economic comparison of risk handling measures against hylobius abietis and heterobasidion annosum in the landes de gascogne forest
22278213;2019;2583750720;5;0;24;proof diagrams for multiplicative linear logic syntax and semantics
3824651;2017;2607265002;2;38;74;indian ocean sources of agulhas leakage
12807749;2017;2613282787;4;18;38;compressed representation of dynamic binary relations with applications
54557828;2003;2887498820;4;1;0;correlation of intrusion symptoms an application of chronicles
1653468;2018;2963980012;2;50;0;the structure of messi biological systems
7006961;2014;2979156310;3;0;0;designing a minimalist socially aware robotic agent for the home
10704788;2017;2619043290;9;0;0;circadian cycle dependent mecp2 and brain chromatin changes
9971961;2020;2987262724;8;11;16;topological neutron stars in tensor multi scalar theories of gravity
187353588;2020;3005482913;1;0;15;risk neutral reformulation approach to risk averse stochastic programming
6440030;2012;1978594833;24;62;33;genome3d a uk collaborative project to annotate genomic sequences with predicted 3d structures based on scop and cath domains
715788;2016;2340623464;2;19;48;communication with multiple senders an experiment
6786122;2016;2586369001;1;0;6;histological and immunohistochemical evaluation of local exogenous application of the green tea on bone healing experimental study on rats
4407783;2004;2127553784;2;108;28;the tidal trail of ngc 205
37465209;2004;1996369540;5;82;29;detection of thirty novel fbn1 mutations in patients with marfan syndrome or a related fibrillinopathy
8592912;2011;2108062265;4;29;103;circadian regulation of sleep wake behaviour in nocturnal rats requires multiple signals from suprachiasmatic nucleus
208511048;2014;1942359158;4;3;30;using empirical field data of aquatic insects to infer a cut off slope value in asymptotic models to assess inventories completeness
311577;2013;1233140088;12;2;0;design for territorial development in emerging economies brazilian experiences of research and teaching
6310101;2010;2142315885;3;112;50;novel synthesis strategies for natural polymer and composite biomaterials as potential scaffolds for tissue engineering
208546084;2010;2035478373;5;115;34;strict coupling between cftr s catalytic cycle and gating of its cl ion pore revealed by distributions of open channel burst durations
22815591;2015;2176848862;3;6;29;data gathering in wireless sensor networks based on reshuffling cluster compressed sensing
5819653;2011;2964272579;5;28;30;the kahler ricci flow on hirzebruch surfaces
6519693;2010;1966793400;8;8;23;a new chondrogenic differentiation initiator with the ability to up regulate sox trio expression
14661198;2001;2013980088;5;243;52;prokaryotic dna polymerase i evolution structure and base flipping mechanism for nucleotide selection
18786892;2017;2560854960;10;15;22;measuring household consumption and waste in unmetered intermittent piped water systems
10733552;2017;2614557523;6;12;61;rainfall variability in the himalayan orogen and its relevance to erosion processes
208211190;2000;1968290727;6;23;5;operational restoration of the pen branch bottomland hardwood and swamp wetlands the research setting
21632158;2001;1968371681;4;64;30;loss of p27kip1 enhances the transplantation efficiency of hepatocytes transferred into diseased livers
55957753;2009;2098543448;2;83;22;atmospheric ionization module osnabruck aimos a 3 d model to determine atmospheric ionization by energetic charged particles from different populations
38367092;2008;2111231942;4;4;17;prograde and retrograde atmospheric rotation of cloud covered terrestrial planets significance of astronomical parameters in the middle atmosphere
31463752;2017;2652162203;7;10;41;effective mobility for sequential carrier transport in multiple quantum well structures
6547061;2011;2060329157;3;18;53;a regularization method for solving the cauchy problem for the helmholtz equation
3607833;2019;2975919119;5;0;0;analyzing the recency effects on long series audit information and its mitigation methods with group discussions
85035393;2009;2066755336;3;2;26;correlations between recombination rate and intron distributions along chromosomes of c elegans
5718367;2009;1601961729;7;2;30;the nmssm with mh 115 gev and a moderate stop mass
205833499;2001;2068749236;8;83;20;inverse scattering with diffusing waves
6808695;2012;2163956897;1;35;132;total water storage dynamics in response to climate variability and extremes inference from long term terrestrial gravity measurement
46718022;2018;2802847427;3;19;26;sphenopalatine ganglion block for the treatment of acute migraine headache
205160758;2016;2462357592;8;36;120;diagnosing ocean feedbacks to the mjo sst modulated surface fluxes and the moist static energy budget
84493950;2009;2018133770;1;70;15;the diversity status and conservation of small carnivores in a montane tropical forest in northern laos
1167531;2011;1977297880;11;4;16;a case of wilson s disease in patient with mildly elevated liver enzymes
37849951;2014;2093131299;6;20;33;trends in spending on eating away from home in brazil 2002 2003 to 2008 2009
18673793;2010;1702221854;2;6;11;on winning fast in avoider enforcer games
25075579;2013;2244577109;4;0;0;les of spatially developing turbulent boundary layer over a concave surface
7759952;2008;2015260632;2;55;9;reconstructing pedigrees a stochastic perspective
17830658;1998;176229435;8;0;0;sobolev orthogonality for the gegenbauer polynomials c n n 1 2 n 0
7282183;2007;2036594861;2;71;57;the mathematics of phylogenomics
169113764;2014;2053652664;4;61;28;parallel bayesian additive regression trees
59571798;2011;2080908136;5;135;24;on exergy calculations of seawater with applications in desalination systems
2735258;2014;2104517380;10;52;14;a milp model for an extended version of the flexible job shop problem
55817180;2012;2153331518;9;19;30;a bio economic analysis of experimental selective devices in the norway lobster nephrops norvegicus fishery in the bay of biscay
1791270;2002;2154080824;4;4;26;prediction of protein secondary structures from conformational biases
6376439;2008;2169507102;4;1;16;on the relationship between filter spaces and weak limit spaces
91899474;2016;2521134316;4;2;0;trends and drivers of poverty reduction in nepal a historical perspective
4492134;2019;2947802256;65;15;86;the orbit and size frequency distribution of long period comets observed by pan starrs1
5849635;2019;2954870368;4;1;61;spatial statistics for gaze patterns in scene viewing effects of repeated viewing
11491124;2015;2962922000;5;1;13;a paneitz type problem in pierced domains
10634837;2016;2962972367;5;14;35;the influence of dispersal on a predator prey system with two habitats
7447385;2018;2963137752;10;37;48;design of a high performance gemm like tensor tensor multiplication
5706556;2015;2963723039;1;6;21;improved rates for wasserstein deconvolution with ordinary smooth error in dimension one
3252157;2010;2963779256;4;128;12;log harnack inequality for stochastic differential equations in hilbert spaces and its consequences
3940987;2019;2963913999;10;12;58;heterogeneity of synaptic input connectivity regulates spike based neuronal avalanches
18373327;2015;2964263030;3;18;55;non local kinetic and macroscopic models for self organised animal aggregations
6351729;2018;2964347177;1;87;99;from facial expression recognition to interpersonal relation prediction
16513158;2020;2982422425;5;3;69;magnetic fields and cosmic rays in m 31 i spectral indices scale lengths faraday rotation and magnetic field pattern
7439838;2019;2997150250;12;96;79;observables and amplitudes for spinning particles and black holes
73531370;2020;3000838488;6;0;38;phase transitions in the unconstrained ensemble
199064519;2020;3015271348;2;0;39;impulsive control of nonlocal transport equations
16541365;1997;2008510160;5;330;15;modeling the desire to telecommute the importance of attitudinal factors in behavioral models
83270103;2015;2166799025;4;61;58;sampling best response dynamics and deterministic equilibrium selection
11850651;1996;2047685545;4;2;5;a proposal for correction values for winter outdoor design temperatures
9535425;2015;2084726394;1;919;9;iscev standard for full field clinical electroretinography 2015 update
17484667;2015;1583896225;3;5;72;components of service value in business to business cloud computing
6824622;1993;2042221719;5;108;1;algorithms and software tools for ordering clone libraries application to the mapping of the genome of schizosaccharomyces pombe
24084016;1996;2036856219;3;348;0;mutagenic analysis of the destruction signal of mitotic cyclins and structural characterization of ubiquitinated intermediates
13232511;2010;2105954902;5;10;3;ozonation of azo dye acid black 1 under the suppression effect by chloride ion
7684988;2010;2024687149;5;84;50;tribological design constraints of marine renewable energy systems
3522932;2017;2786583136;11;0;0;measuring bias in online information
55255855;2004;2149767262;2;71;49;population demographics in species with biphasic life cycles
18223605;2008;2020476780;3;26;66;1 1 dirac particle with position dependent mass in complexified lorentz scalar interactions effectively mathcal pt symmetric
85454261;2020;3008036275;1;5;98;planet gap opening across stellar masses
13566657;2010;1540637463;9;92;46;reduced cortical thickness in the posterior cingulate gyrus is characteristic of both typical and atypical alzheimer s disease
17381542;2009;2137640482;8;142;38;lipid phosphate phosphohydrolase type 1 lpp1 degrades extracellular lysophosphatidic acid in vivo
10434369;1999;2153757527;6;10;2;superbubbles as the source of 6 li be and b in the early galaxy
2305272;2010;2136124027;3;123;20;a shield ring enhanced equilateral hexagon distributed multi needle electrospinning spinneret
89973842;2016;2566431062;10;5;40;boldsymbol mathcal w algebras with non admissible levels and the deligne exceptional series
59385033;2012;1815022930;3;63;49;assessment of the spatial variability in particulate organic matter and mineral sinking fluxes in the ocean interior implications for the ballast hypothesis
86755544;2012;2097681326;5;2;54;probiotic and antioxidative properties of l lactis ll27 isolated from milk
10316115;2003;2164728701;2;64;78;patterns of population subdivision and gene flow in the ant nothomyrmecia macrops reflected in microsatellite and mitochondrial dna markers
7975038;2017;1504154577;7;15;86;probabilistic mortality forecasting with varying age specific survival improvements
175326;2011;1675237752;4;5;25;anisotropy and chemical composition of ultra high energy cosmic rays using arrival directions measured by the pierre auger observatory
14447174;2009;1947374613;2;15;11;that s me nationalism and identity on balkan reality tv
22823178;2015;1694870297;6;1;15;solution to time energy costs of quantum channels
19329787;2014;2016735903;4;5;10;multicast routing in wdm networks without splitters
17608435;1984;2019457440;3;19;34;empirical test of the lancaster characteristics model
9528722;2011;2091787145;6;65;47;options introduction and volatility in the eu ets
53955060;2008;2093993157;2;22;6;joints in graphs
10817892;2016;2101151665;4;9;18;pricing q forward contracts an evaluation of estimation window and pricing method under different mortality models
3479873;2008;2120983666;8;18;19;fixed parameter complexity of minimum profile problems
2800063;2015;2131212686;7;11;62;multi omic profiling of epo producing chinese hamster ovary cell panel reveals metabolic adaptation to heterologous protein production
15685708;2015;2140195253;2;40;37;automatic discovery of cell types and microcircuitry from neural connectomics
90864809;2014;2145388124;4;147;22;optimal charging of an electric vehicle using a markov decision process
18947696;2011;2146963066;2;33;47;geometric study of lagrangian and eulerian structures in turbulent channel flow
14631577;2009;2170524469;9;10;6;siciak zahariuta extremal functions analytic discs and polynomial hulls
6237531;2015;2238461922;12;88;64;impacts of supermarkets on farm household nutrition in kenya
24862744;2016;2341543711;5;18;37;the free energy landscape of gaba binding to a pentameric ligand gated ion channel and its disruption by mutations
15236236;2017;2567811016;4;12;45;group chasing tactics how to catch a faster prey
461578;2019;2888608576;1;8;38;lmi based reset unknown input observer for state estimation of linear uncertain systems
6412988;2018;2963158046;2;6;0;human sexual dimorphism of the relative cerebral area volumes in the data of the human connectome project
53111666;2018;2963246896;5;10;50;poly sarcosine and poly ethylene glycol interactions with proteins investigated using molecular dynamics simulations
32810796;2019;2964121447;6;27;0;cross efficient low rank tensor completion
25320509;2020;3011106687;3;0;11;pseudo hyperbolic gauss maps of lorentzian surfaces in anti de sitter space
211296361;2020;3019907785;2;0;56;molecular recognition between cadherins studied by a coarse grained model interacting with a coevolutionary potential
3940982;2015;1657362994;3;24;62;tree response and mountain pine beetle attack preference reproduction and emergence timing in mixed whitebark and lodgepole pine stands
7026200;2012;2156990756;9;17;39;impacts of lapse rates on low level rotation in idealized storms
67855521;2020;2996247747;1;9;211;spectral energy distributions of candidate periodically variable quasars testing the binary black hole hypothesis
6358044;2005;2159719504;4;66;47;effects of caribbean sponge secondary metabolites on bacterial surface colonization
84066981;2000;2034716693;2;13;9;a new genus of hover wasps from southeast asia hymenoptera vespidae stenogastrinae
10419044;2009;2050566629;7;31;32;validation of a western blot for the detection of anti trichinella spp antibodies in domestic pigs
55915400;2018;2887418667;5;12;66;full waveform inversion with nonlocal similarity and model derivative domain adaptive sparsity promoting regularization
24111568;2014;1873746557;3;70;38;reconstruction of inclined air showers detected with the pierre auger observatory
85559738;2018;2804910644;6;0;0;better than most teacher beliefs about effort and ability in uganda
23606775;2000;2191634009;5;27;14;analysis of o p2 corrections to ππ q7 8 k
14912848;2009;2054820731;3;93;38;e coli superdiffusion and chemotaxis search strategy precision and motility
18395615;2001;2158765670;8;24;13;shear strength characteristics of pvc geomembrane geosynthetic interfaces
18503931;1998;2006911588;8;0;1;solitonic d 5 brane and vortex defects on the world sheet
22063838;2011;2136496701;2;41;48;broader perspectives for comparing different greenhouse gases
56460250;2016;2517164946;4;2;0;evaluation of spray deposits with twin flat tip with air induction in two soybean stages
15905844;2017;2464344412;3;7;37;robust tverberg and colourful caratheodory results via random choice
41639334;2018;2775369808;4;26;24;explaining dampe results by dark matter with hierarchical lepton specific yukawa interactions
4423843;2017;2591105069;3;3;19;refinement and cross validation of nickel bioavailability in pnec pro a regulatory tool for site specific risk assessment of metals in surface water
9680047;2014;13256656;2;17;27;assessing nutrient use efficiency and environmental pressure of macronutrients in biobased mineral fertilizers a review of recent advances and best practices at field scale
86079914;2012;1997089932;2;27;40;gravity wave events from mesoscale simulations compared to polar stratospheric clouds observed from spaceborne lidar over the antarctic peninsula
119664716;2019;2974928160;4;0;28;a generalization of birchs theorem and vertex balanced steady states for generalized mass action systems
1244276;2008;2478336530;8;0;0;statistical resolution of ambiguous hla typing data
17953871;2006;1581838127;4;0;25;growth and species interactions of eucalyptus pellita in a mixed and monoculture plantation in the h
91832417;2003;1643292166;3;376;36;factors controlling riffle scale hyporheic exchange flows and their seasonal changes in a gaining stream a three dimensional groundwater flow model
1429300;2014;2102283657;21;203;104;sequencing the mouse y chromosome reveals convergent gene acquisition and amplification on both sex chromosomes
85210362;2008;2102884156;3;124;71;evidence for core exosome independent function of the nuclear exoribonuclease rrp6p
10926940;2014;1974523297;1;8;25;a comparison of the clinical and molecular diagnosis of herpes simplex keratitis
88757641;2008;2312640144;1;2;21;oribatid assemblies of tropical high mountains on some points of the gondwana bridge a case study methodological possibilities of coenological indication based on oribatid mites no 1
90136387;2017;2604492256;1;1;0;effect of seminal transforming growth factoraâ1 tgfaâ1 and glutathione onapoptosis in spermatozoa from tunisian infertile men
17558201;2009;2102189943;7;24;90;the clustering of the first galaxy haloes
836660;2002;1988958665;1;5;56;linear stability analysis of retrieval state in associative memory neural networks of spiking neurons
3893043;2017;2787295386;2;2;0;implementing an internet of everything system in the archaeological area of quintili s villa in ancient appia route park in rome
1139639;2000;1535651749;2;29;47;synchronous clusters in a noisy inhibitory neural network
204758450;1999;1626138150;4;21;12;more about dynamical reduction and the enumeration principle
86203691;2003;1958788572;5;50;23;physical traces quantum vs classical information processing
12722708;2007;1967166599;2;82;54;taxis equations for amoeboid cells
25265870;1999;1968791585;1;0;12;excitation of normal modes of a thin elastic plate by moving dislocations
14488413;2014;2016941843;4;5;0;uniqueness of the ads spacetime among static vacua with prescribed null infinity
14138128;2001;2036013370;3;0;9;kam theorem for the nonlinear schrodinger equation
611900;1999;2056969044;2;13;2;application of life cycle analysis the case of green bullets
14290039;2015;2070579299;4;34;55;toward more accurate ancestral protein genotype phenotype reconstructions with the use of species tree aware gene trees
9756674;2009;2079681761;1;26;33;directionality of contact networks suppresses selection pressure in evolutionary dynamics
14706503;2001;2083026255;2;3;12;plemelj projection operators over domain manifolds
42536812;2014;2102086712;3;17;12;new criterion of asymptotic stability for delay systems with time varying structures and delays
16545983;2012;2106643687;2;28;46;linearized inverse scattering based on seismic reverse time migration
14110918;2013;2117293368;8;18;41;a smooth transition from powerlessness to absolute power
1097464;2012;2118107482;2;835;160;cancer cell metabolism one hallmark many faces
24339114;2002;2143552458;6;30;30;type ii thioesterase from streptomyces coelicolor a3 2
